name_eng_x,date_of_birth,url_x,name_new,name_kor,name_eng_y,url_y
Hwan Yu Je,2000-09-30,https://www.baseball-reference.com/register/player.fcgi?id=je----000hwa,hwan yoo je,제환유,Je Hwan-Yu,https://statiz.sporki.com/player/?m=playerinfo&p_no=14573
Min Seok Kwon,1999-02-20,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000min,min seok kwon,권민석,Min-Seok Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=13079
Seung Jin Lee,1995-01-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---016seu,seung jin lee,이승진,Seung-Jin Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12678
Won Jae Lee,2003-05-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---011won,won jae lee,이원재,Won-Jae Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15101
Ji Hoon Park,2000-09-07,https://www.baseball-reference.com/register/player.fcgi?id=park--000jih,ji hoon park,박지훈,Ji-Hoon Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14736
Yu Yeon Park,1998-12-20,https://www.baseball-reference.com/register/player.fcgi?id=park--000yu-,yoo yeon park,박유연,Yoo-Yeon Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=12892
Jose Rojas,1993-02-24,https://www.baseball-reference.com/register/player.fcgi?id=rojas-008jos,jose rojas,로하스,Jose Rojas,https://statiz.sporki.com/player/?m=playerinfo&p_no=15539
Seong Hyun Shin,1990-10-19,https://www.baseball-reference.com/register/player.fcgi?id=shin--000son,seong hyeon shin,신성현,Seong-Hyeon Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=11492
Gwan Hoe Heo,1999-02-12,https://www.baseball-reference.com/register/player.fcgi?id=heo---000gwa,kwan hoi heo,허관회,Kwan-Hoi Heo,https://statiz.sporki.com/player/?m=playerinfo&p_no=14204
Jee Seung Jang,1998-07-04,https://www.baseball-reference.com/register/player.fcgi?id=jang--000jee,ji seung jang,장지승,Ji-Seung Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14880
Woon Ho Jang,1994-02-20,https://www.baseball-reference.com/register/player.fcgi?id=chang-000woo,woon ho jang,장운호,Un-ho Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=11122
Jae Min Kang,1997-04-03,https://www.baseball-reference.com/register/player.fcgi?id=kang--000jae,jae min kang,강재민,Jae-Min Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14708
Hyun Min Kim,2000-02-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---003hyu,keon kim,김건,Geon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14209
Jae Yeong Kim,1993-07-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---026jae,jae yeong kim,김재영,Jae-Young Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12547
Jae Yong Lee,1999-02-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---021jae,jae yong lee,이재용,Jae-Yong Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12902
Min Jun Lee,2004-02-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---009min,min jun lee,이민준,Min-Jun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15423
Sung Kon Lee,1992-03-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---011seo,seong kon lee,이성곤,Seong-Kon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11206
Brian O'Grady,1992-05-17,https://www.baseball-reference.com/register/player.fcgi?id=ogrady000bri,brian o'grady,오그레디,Brian O'Grady,https://statiz.sporki.com/player/?m=playerinfo&p_no=15541
Jun Yeong Park,2003-03-02,https://www.baseball-reference.com/register/player.fcgi?id=park--008jun,jun yeong park,박준영,Jun-Yeong Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15014
Jung Hyun Park,2001-07-27,https://www.baseball-reference.com/register/player.fcgi?id=park--006jun,jeong hyeon park,박정현,Jung-Hyun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14704
Soo Kwang Ro,1990-08-06,https://www.baseball-reference.com/register/player.fcgi?id=no----000soo,soo kwang noh,노수광,Soo-Gwang Noh,https://statiz.sporki.com/player/?m=playerinfo&p_no=11268
Hee Woon Ryu,1995-06-19,https://www.baseball-reference.com/register/player.fcgi?id=ryu---000hee,hyi woon ryu,류희운,Hui-Woon Ryu,https://statiz.sporki.com/player/?m=playerinfo&p_no=12655
Won Suk Ryu,1989-11-18,https://www.baseball-reference.com/register/player.fcgi?id=yoo---000won,won seok ryu,류원석,Won-Suk Ryu,https://statiz.sporki.com/player/?m=playerinfo&p_no=13251
Yun Jun Song,1992-07-16,https://www.baseball-reference.com/register/player.fcgi?id=song--000yoo,yoon joon song,송윤준,Yoon-Joon Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=10748
Nick Williams,1993-09-08,https://www.baseball-reference.com/register/player.fcgi?id=willia005nic,nick williams,윌리엄스,Nick Williams,https://statiz.sporki.com/player/?m=playerinfo&p_no=15647
Sang Bin Yoo,2000-05-09,https://www.baseball-reference.com/register/player.fcgi?id=yoo---000san,sang bin yoo,유상빈,Hsiang-Pin Liu,https://statiz.sporki.com/player/?m=playerinfo&p_no=15141
San Heum Yun,1999-05-15,https://www.baseball-reference.com/register/player.fcgi?id=yun---002san,san heum yoon,윤산흠,San-Heum Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=14196
Shaun Anderson,1994-10-29,https://www.baseball-reference.com/register/player.fcgi?id=anders000sha,shaun anderson,앤더슨,Shaun Anderson,https://statiz.sporki.com/player/?m=playerinfo&p_no=15533
Hyo Sang Joo,1997-11-11,https://www.baseball-reference.com/register/player.fcgi?id=choo--000hyo,hyo sang joo,주효상,Hyo-Sang Joo,https://statiz.sporki.com/player/?m=playerinfo&p_no=12567
Seok Hwan Kim,1999-02-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---045seo,seok hwan kim,김석환,Seok-Hwan Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12917
Yu Sin Kim,1999-06-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---005yu-,yoo shin kim,김유신,Yoo-Shin Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13114
Adonis Medina,1996-12-18,https://www.baseball-reference.com/register/player.fcgi?id=medina000ado,adonis medina,메디나,Adonis Medina,https://statiz.sporki.com/player/?m=playerinfo&p_no=15534
Mario Sanchez,1994-10-31,https://www.baseball-reference.com/register/player.fcgi?id=sanche005mar,mario sanchez,산체스,Mario Sanchez,https://statiz.sporki.com/player/?m=playerinfo&p_no=15648
Woo Jin An,1999-08-30,https://www.baseball-reference.com/register/player.fcgi?id=ahn---000woo,woo jin ahn,안우진,Woo-Jin An,https://statiz.sporki.com/player/?m=playerinfo&p_no=13091
Si Won Byeon,1993-04-01,https://www.baseball-reference.com/register/player.fcgi?id=byeon-000jin,si won byeon,변시원,Si-Won Byun,https://statiz.sporki.com/player/?m=playerinfo&p_no=10882
Sung Min Hong,1989-07-15,https://www.baseball-reference.com/register/player.fcgi?id=hong--003sun,seong min hong,홍성민,Sung-Min Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10814
Jun Wan Kim,1991-01-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---006jun,jun wan kim,김준완,Jun-Wahn Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11182
Seong Jin Kim,1997-11-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---048seo,seong jin kim,김성진,Seong-Jin Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14849
Byung Gyu Lee,1994-10-05,https://www.baseball-reference.com/register/player.fcgi?id=lee---004byu,byeong kyu lee,이병규,Byung-Gyu Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12859
Jung Hoo Lee,1998-08-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---009jun,jeong hoo lee,이정후,Jung-Hoo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12906
Seung Ho Lee,1999-02-08,https://www.baseball-reference.com/register/player.fcgi?id=lee---015seu,seung ho lee,이승호,Seung-Ho Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12865
Young Jun Lee,1991-10-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---001you,yeong jun lee,이영준,Young-Jun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12997
Ian McKinney,1994-11-18,https://www.baseball-reference.com/register/player.fcgi?id=mckinn000ian,ian mckinney,맥키니,Ian McKinney,https://statiz.sporki.com/player/?m=playerinfo&p_no=15646
Sang Won Oh,2004-07-21,https://www.baseball-reference.com/register/player.fcgi?id=oh----002san,sang won oh,오상원,Sang-Won Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=15474
Chan Hyeok Park,2003-04-25,https://www.baseball-reference.com/register/player.fcgi?id=park--006cha,chan hyeok park,박찬혁,Chan-Hyeok Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15068
Jun Tae Park,1991-07-26,https://www.baseball-reference.com/register/player.fcgi?id=park--005jun,jun tae park,박준태,Jun-Tae Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11260
Jae Sun Song,2000-06-30,https://www.baseball-reference.com/register/player.fcgi?id=song--004jae,jae sun song,송재선,Jae-sun Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=15477
Anthony Alford,1994-07-20,https://www.baseball-reference.com/register/player.fcgi?id=alford000ant,anthony alford,알포드,Anthony Alford,https://statiz.sporki.com/player/?m=playerinfo&p_no=15144
Je Seong Bae,1996-09-29,https://www.baseball-reference.com/register/player.fcgi?id=bae---001jae,je seong bae,배제성,Je-Seong Bae,https://statiz.sporki.com/player/?m=playerinfo&p_no=11394
Hyun Woo Jo,1994-03-30,https://www.baseball-reference.com/register/player.fcgi?id=cho---004hye,hyeon woo cho,조현우,Hyun-Woo Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=11316
Byung Hee Kim,1990-12-06,https://www.baseball-reference.com/register/player.fcgi?id=kim---002byu,byeong hyi kim,김병희,Byeong-Hui Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11330
Jeong Woon Kim,2004-04-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---021jeo,jeong woon kim,김정운,Jung-Woon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15518
Tae O Kim,1997-07-29,https://www.baseball-reference.com/register/player.fcgi?id=kim---027tae,tae oh kim,김태오,Tae-Oh Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12577
Dong Hun Lee,1996-07-24,https://www.baseball-reference.com/register/player.fcgi?id=lee---017don,si won lee,이시원,Si-Won Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12526
Sang Ho Lee,1989-02-05,https://www.baseball-reference.com/register/player.fcgi?id=lee---021san,sang ho lee,이상호,Sang-Ho Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11147
Sang In Moon,1998-01-31,https://www.baseball-reference.com/register/player.fcgi?id=moon--001san,sang in moon,문상인,Sang-In Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=13227
Sang Jun Moon,2001-03-14,https://www.baseball-reference.com/register/player.fcgi?id=moon--002san,sang jun moon,문상준,Sang-Jun Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=14720
Hyun In Ryu,2000-11-08,https://www.baseball-reference.com/register/player.fcgi?id=ryu---001hyu,hyeon in ryu,류현인,Hyun-In Ryu,https://statiz.sporki.com/player/?m=playerinfo&p_no=15523
Jae Min Shim,1994-02-18,https://www.baseball-reference.com/register/player.fcgi?id=shim--004jae,jae min shim,심재민,Jae-Min Sim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11311
Min Seok Son,2004-06-21,https://www.baseball-reference.com/register/player.fcgi?id=son---001min,min seok sohn,손민석,Min-Seok Son,https://statiz.sporki.com/player/?m=playerinfo&p_no=15520
Woo-Suk Go,1998-08-06,https://www.baseball-reference.com/register/player.fcgi?id=ko----001woo,woo seok ko,고우석,Woo-Suk Go,https://statiz.sporki.com/player/?m=playerinfo&p_no=12907
Ju Hyeon Jung,1990-10-13,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000ju-,joo hyeon jeong,정주현,Joo-Hyun Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10480
Jae Won Lee,1999-07-17,https://www.baseball-reference.com/register/player.fcgi?id=lee---016jae,jae won lee,이재원,Jae-Won Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13104
Min Ho Lee,2001-08-30,https://www.baseball-reference.com/register/player.fcgi?id=lee---007min,min ho lee,이민호,Min-Ho Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14589
Dae Hyun Song,2000-02-03,https://www.baseball-reference.com/register/player.fcgi?id=song--000dae,dae hyeon song,송대현,Dae-Hyeon Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=15492
Seung Ki Song,2002-04-10,https://www.baseball-reference.com/register/player.fcgi?id=song--003seu,seung ki song,송승기,Seung-Gi Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=14846
Jung Yong Yi,1996-03-26,https://www.baseball-reference.com/register/player.fcgi?id=yi----000jun,jeong yong lee,이정용,Jung-Yong Yi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14134
Young Been Bae,2000-06-26,https://www.baseball-reference.com/register/player.fcgi?id=bae---001you,yeong bin bae,배영빈,Young-Bin Bae,https://statiz.sporki.com/player/?m=playerinfo&p_no=15625
Yeong Hwan Choi,1992-02-20,https://www.baseball-reference.com/register/player.fcgi?id=choi--001yeo,seol woo choi,최설우,Choi Seol-Woo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11276
Niko Goodrum,1992-02-28,https://www.baseball-reference.com/register/player.fcgi?id=goodru001car,niko goodrum,구드럼,Niko Goodrum,https://statiz.sporki.com/player/?m=playerinfo&p_no=15651
Se Jin Jang,2004-12-30,https://www.baseball-reference.com/register/player.fcgi?id=jang--000sej,se jin jang,장세진,Se-Jin Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=15448
Si Wan Ji,1994-04-10,https://www.baseball-reference.com/register/player.fcgi?id=ji----000sun,si wan ji,지시완,Si-Wahn Ji,https://statiz.sporki.com/player/?m=playerinfo&p_no=11413
Sung Jong Jung,1995-11-16,https://www.baseball-reference.com/register/player.fcgi?id=chung-001sun,seong jong jeong,정성종,Sung-Jong Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=13147
Chang Hoon Kim,2001-11-09,https://www.baseball-reference.com/register/player.fcgi?id=kim---010cha,chang hoon kim,김창훈,Chang-Hoon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14793
Tae Wook Kim,1998-04-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---034tae,tae wook kim,김태욱,Tae-Wook Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12923
Hae Seong Kook,1989-10-08,https://www.baseball-reference.com/register/player.fcgi?id=guk---000hae,hae seong kook,국해성,Hae-Seong Kuk,https://statiz.sporki.com/player/?m=playerinfo&p_no=10172
Jin Ha Lee,2004-06-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---007jin,jin ha lee,이진하,Jin-Ha Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15441
Tae Youn Lee,2004-02-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---010tae,tae yeon lee,이태연,Tae-Yeon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15444
Kyeong Chan Moon,1992-07-08,https://www.baseball-reference.com/register/player.fcgi?id=moon--000kyo,kyeong chan moon,문경찬,Gyeong-Chan Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=11299
Hyung Jun Park,2001-06-28,https://www.baseball-reference.com/register/player.fcgi?id=park--002hyu,hyeong jun park,박형준,Hyeong-Jun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14861
Young Wan Park,2000-07-22,https://www.baseball-reference.com/register/player.fcgi?id=park--003you,yeong wan park,박영완,Young-Wahn Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14164
Won Tak Ra,1994-08-20,https://www.baseball-reference.com/register/player.fcgi?id=ra----000won,won tak ra,나원탁,Won-Tak Ra,https://statiz.sporki.com/player/?m=playerinfo&p_no=12935
Zach Reks,1993-11-12,https://www.baseball-reference.com/register/player.fcgi?id=reks--000zac,zach reks,렉스,Zach Reks,https://statiz.sporki.com/player/?m=playerinfo&p_no=15152
Sang Ho Seok,2000-04-14,https://www.baseball-reference.com/register/player.fcgi?id=seok--000san,sang ho seok,석상호,Seok Sang-ho,https://statiz.sporki.com/player/?m=playerinfo&p_no=15445
Jung Rak Shin,1987-05-13,https://www.baseball-reference.com/register/player.fcgi?id=sin---000jun,jeong rak shin,신정락,Jung-Rak Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10516
Dan Straily,1988-12-01,https://www.baseball-reference.com/register/player.fcgi?id=strail001dan,dan straily,스트레일리,Dan Straily,https://statiz.sporki.com/player/?m=playerinfo&p_no=14627
Soo Nyeong Yoon,2000-03-01,https://www.baseball-reference.com/register/player.fcgi?id=yoon--001soo,soo nyeong yoon,윤수녕,Soo-Nyeong Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15627
Hyun Jin Cho,2002-09-10,https://www.baseball-reference.com/register/player.fcgi?id=cho---003hyu,hyeon jin cho,조현진,Hyun-Jin Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=14877
Min Suk Cho,1998-12-21,https://www.baseball-reference.com/register/player.fcgi?id=cho---001min,min seok cho,조민석,Min-Suk Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=15119
Bo Sung Choi,1998-10-16,https://www.baseball-reference.com/register/player.fcgi?id=choi--000bos,bo seong choi,최보성,Bo-Sung Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=13087
Jun Su Ha,2000-05-07,https://www.baseball-reference.com/register/player.fcgi?id=ha----003jun,jun su ha,하준수,Jun-Su Ha,https://statiz.sporki.com/player/?m=playerinfo&p_no=14654
Jun Young Ha,1999-09-06,https://www.baseball-reference.com/register/player.fcgi?id=ha----002jun,jun yeong ha,하준영,Jun-Young Ha,https://statiz.sporki.com/player/?m=playerinfo&p_no=13115
Chang Mo Koo,1997-02-17,https://www.baseball-reference.com/register/player.fcgi?id=koo---000cha,chang mo koo,구창모,Chang-Mo Koo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11353
Woo Seok Lee,1996-04-16,https://www.baseball-reference.com/register/player.fcgi?id=lee---004woo,woo seok lee,이우석,Woo-Seok Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11360
Ji Min Lim,2003-10-11,https://www.baseball-reference.com/register/player.fcgi?id=lim---000jim,ji min lim,임지민,Ji-Min Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15115
Jason Martin,1995-09-05,https://www.baseball-reference.com/register/player.fcgi?id=martin007jas,jason martin,마틴,Jason Martin,https://statiz.sporki.com/player/?m=playerinfo&p_no=15537
Jang Han Oh,2002-05-20,https://www.baseball-reference.com/register/player.fcgi?id=oh----000jan,jang han oh,오장한,Jang-Han Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=14767
Tae Yang Oh,2002-04-25,https://www.baseball-reference.com/register/player.fcgi?id=oh----001tae,tae yang oh,오태양,Tae-Yang Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=14766
Dae On Park,1995-08-28,https://www.baseball-reference.com/register/player.fcgi?id=park--000wan,dae on park,박대온,Dae-On Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11246
Ju Chan Park,1996-01-11,https://www.baseball-reference.com/register/player.fcgi?id=park--000juc,joo chan park,박주찬,Ju-Chan Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14219
Sok-min Park,1985-06-22,https://www.baseball-reference.com/register/player.fcgi?id=park--000sok,sok min park,박석민,Sok-Min Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10322
Chang-Min Shim,1993-02-01,https://www.baseball-reference.com/register/player.fcgi?id=shim--000cha,chang min shim,심창민,Chang-Min Sim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10720
Hyeong Jun Yoon,1994-01-31,https://www.baseball-reference.com/register/player.fcgi?id=yoon--001dae,hyeong jun yoon,윤형준,Hyeong-Jun Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=11135
Min Sung Cho,2003-10-02,https://www.baseball-reference.com/register/player.fcgi?id=cho---002min,min seong cho,조민성,Min-Seong Jo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15040
Chung Yeon Choi,1997-03-05,https://www.baseball-reference.com/register/player.fcgi?id=choi--000chu,chung yeon choi,최충연,Chung-Yeon Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12530
Jun Seo Kang,2000-10-13,https://www.baseball-reference.com/register/player.fcgi?id=kang--002jun,jun seo kang,강준서,Jun-Seo Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=15501
Ho Jae Kim,1995-05-31,https://www.baseball-reference.com/register/player.fcgi?id=kim---004ho-,ho jae kim,김호재,Ho-Jae Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13240
Sang Min Kim,2003-12-06,https://www.baseball-reference.com/register/player.fcgi?id=kim---024san,sang min kim,김상민,Sang-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15042
Seo Jun Kim,2003-09-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---049seo,seo jun kim,김서준,Seo-Jun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15039
Si Hyun Kim,1998-09-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---002si-,si hyeon kim,김시현,Si-Hyun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12932
Hae Seung Lee,2000-08-01,https://www.baseball-reference.com/register/player.fcgi?id=lee---002hae,hae seung lee,이해승,Hae-Seung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14121
Jae Hee Lee,2001-10-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---019jae,jae hyi lee,이재희,Jae-Hee Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14799
Tae Hun Lee,1995-04-03,https://www.baseball-reference.com/register/player.fcgi?id=lee---008tae,tae hoon lee,이태훈,Tae-Hoon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13160
Sung Ho No,1989-10-22,https://www.baseball-reference.com/register/player.fcgi?id=no----000sun,keon woo noh,노건우,No Gun-Woo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11144
Kwon Hoo Park,2004-05-28,https://www.baseball-reference.com/register/player.fcgi?id=park--001kwo,kwon hoo park,박권후,Kwon-Hoo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15497
Se Wong Park,1996-05-10,https://www.baseball-reference.com/register/player.fcgi?id=park--000sew,se woong park,박세웅,Se-Woong Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=12651
Jun Suk Song,1994-05-04,https://www.baseball-reference.com/register/player.fcgi?id=song--002joo,jun seok song,송준석,Jun-Suk Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=11200
Chang Seop Yang,1999-09-22,https://www.baseball-reference.com/register/player.fcgi?id=yang--000cha,chang seob yang,양창섭,Chang-Seop Yang,https://statiz.sporki.com/player/?m=playerinfo&p_no=13157
Sung Hun Cho,1999-03-22,https://www.baseball-reference.com/register/player.fcgi?id=cho---004sun,seong hoon cho,조성훈,Seong-Hun Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=13125
Sung-gon Chung,1996-07-10,https://www.baseball-reference.com/register/player.fcgi?id=chung-000sun,seong gon jeong,정성곤,Seong-Gon Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=11321
Geon Woong Kim,2000-05-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---002geo,keon woong kim,김건웅,Geon-Woong Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15465
Jeong Min Kim,2004-03-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---020jeo,jeong min kim,김정민,Jung-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15463
Joo-han Kim,1993-02-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---003joo,joo han kim,김주한,Joo-Han Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12531
Heung Ryun Lee,1989-05-16,https://www.baseball-reference.com/register/player.fcgi?id=lee---000heu,heung ryun lee,이흥련,Heung-Ryun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11108
Jeong Beom Lee,1998-04-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---013jeo,jeong beom lee,이정범,Jeong-Beom Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13194
Dong Min Seo,1994-03-07,https://www.baseball-reference.com/register/player.fcgi?id=seo---002don,dong min seo,서동민,Dong-Min Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=13191
Sang Jun Seo,2000-01-14,https://www.baseball-reference.com/register/player.fcgi?id=seo---001san,sang jun seo,서상준,Sang-Jun Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=14152
Yong Je Choi,1991-07-12,https://www.baseball-reference.com/register/player.fcgi?id=choi--001yon,yong je choi,최용제,Yong-Je Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12649
Jose Miguel Fernandez,1988-04-27,https://www.baseball-reference.com/register/player.fcgi?id=fernan018jos,jose miguel fernandez,페르난데스,José Miguel Fernández,https://statiz.sporki.com/player/?m=playerinfo&p_no=13927
Hyun Gu Kang,2002-06-16,https://www.baseball-reference.com/register/player.fcgi?id=kang--000hyu,hyeon koo kang,강현구,Hyun-Gu Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14773
Ji Yong Kim,1988-02-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---003ji-,ji yong kim,김지용,Ji-Yong Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10747
Hyeon-seung Lee,1983-10-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---004hye,hyeon seung lee,이현승,Hyun-Seung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10221
Aríel Miranda,1989-01-10,https://www.baseball-reference.com/register/player.fcgi?id=mirand000ari,ariel miranda,미란다,Ariel Miranda,https://statiz.sporki.com/player/?m=playerinfo&p_no=14751
Jae-won Oh,1985-02-09,https://www.baseball-reference.com/register/player.fcgi?id=oh----001jae,jae won oh,오재원,Jae-Won Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=10178
Woong Park,1997-11-12,https://www.baseball-reference.com/register/player.fcgi?id=park--000woo,woong park,박웅,Woong Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14731
Yong Hwan Baik,1989-03-20,https://www.baseball-reference.com/register/player.fcgi?id=paek--000yon,yong hwan baek,백용환,Yong-Hwan Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=10003
In Seo Heo,2003-07-11,https://www.baseball-reference.com/register/player.fcgi?id=heo---000ins,in seo heo,허인서,In-Seo Heo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15015
Min Kyu Jeong,2003-01-10,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002min,min kyu jeong,정민규,Min-Kyu Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=14813
Sang Won Kang,1997-05-05,https://www.baseball-reference.com/register/player.fcgi?id=kang--000san,sang won kang,강상원,Sang-Won Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=12564
Jong Soo Kim,1994-06-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---018jon,jong soo kim,김종수,Jong-Soo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11117
