name_eng_x,date_of_birth,url_x,name_new,name_kor,name_eng_y,url_y
Byeong-Wook Choi,1989-06-02,https://www.baseball-reference.com/register/player.fcgi?id=choi--000bye,byeong wook choi,최병욱,Byeong-Wook Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=11204
Tae Hoon Im,1988-09-28,https://www.baseball-reference.com/register/player.fcgi?id=yim---000tae,tae hoon lim,임태훈,Tae-Hun Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10222
Jeong-Ho Lee,1992-04-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---010jeo,jeong ho lee,이정호,Jeong-Ho Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10731
Chang Jun Yu,1989-07-25,https://www.baseball-reference.com/register/player.fcgi?id=yu----000cha,chang jun yoo,유창준,Chang-Jun Yoo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11185
Andrew Albers,1985-10-06,https://www.baseball-reference.com/register/player.fcgi?id=albers001and,andrew albers,앨버스,Andrew ALBERS,https://statiz.sporki.com/player/?m=playerinfo&p_no=11272
Seung Woo Choo,1979-09-24,https://www.baseball-reference.com/register/player.fcgi?id=chu---001seu,seung woo choo,추승우,Seong-Woo Choo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10579
Tae Yong Eom,1994-02-24,https://www.baseball-reference.com/register/player.fcgi?id=eom---000tae,tae yong eom,엄태용,Tae-Yong Eom,https://statiz.sporki.com/player/?m=playerinfo&p_no=10914
Jee-Hoon Jo,1994-04-06,https://www.baseball-reference.com/register/player.fcgi?id=jo----000jee,ji hoon cho,조지훈,Ji-Hun Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=11115
Hyeok Min Kim,1987-05-24,https://www.baseball-reference.com/register/player.fcgi?id=kim---001hye,hyeok min kim,김혁민,Hyuk-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10587
Hee Keun Lee,1985-06-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hui,hyi keun lee,이희근,Hui-Geun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10544
Ryan Tatusko,1985-03-27,https://www.baseball-reference.com/register/player.fcgi?id=tatusk001rya,ryan tatusko,타투스코,Ryan Tatusko,https://statiz.sporki.com/player/?m=playerinfo&p_no=11286
Hyeon-Jong Choi,1992-12-03,https://www.baseball-reference.com/register/player.fcgi?id=choi--005hye,hyeon jeong choi,최현정,Hyeon-Jeong Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10732
Gwang-Yeon Kim,1991-11-13,https://www.baseball-reference.com/register/player.fcgi?id=kim---008gwa,kwang yeon kim,김광연,Kwang-Yeon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11192
Ji-Hoon Kim,1992-04-16,https://www.baseball-reference.com/register/player.fcgi?id=kim---004ji-,ji hoon kim,김지훈,Ji-Hun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11257
Sang Hoon Kim,1977-10-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---001san,sang hoon kim,김상훈,Sang-Hun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10001
Doo-cheol Oh,1985-04-25,https://www.baseball-reference.com/register/player.fcgi?id=oh----000doo,doo cheol oh,오두철,Du-Cheol Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=11296
Josh Bell,1986-11-13,https://www.baseball-reference.com/register/player.fcgi?id=bell--005jos,josh bell,조쉬벨,Joshua Lee Josh Bell,https://statiz.sporki.com/player/?m=playerinfo&p_no=11216
Jae Yoon Hyun,1979-07-08,https://www.baseball-reference.com/register/player.fcgi?id=hyun--000jae,jae yoon hyun,현재윤,Jae-Yoon Hyun,https://statiz.sporki.com/player/?m=playerinfo&p_no=10317
Jae Min Kim,1991-01-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---021jae,jae min kim,김재민,Jae-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11091
Sun-Woo Kim,1977-09-04,https://www.baseball-reference.com/register/player.fcgi?id=kim---001sun,sun woo kim,김선우,Sun-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10200
Sang Youl Lee,1977-04-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---014san,sang yeol lee,이상열,Sang-Yeol Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10449
Taek Hyun Ryu,1971-10-23,https://www.baseball-reference.com/register/player.fcgi?id=ryu---000tae,taek hyeon ryu,류택현,Taek-Hyun Ryu,https://statiz.sporki.com/player/?m=playerinfo&p_no=10507
Dong Hoon Shin,1994-01-24,https://www.baseball-reference.com/register/player.fcgi?id=shin--003don,dong hoon shin,신동훈,Dong-Hoon Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10849
Sung Hwan Cho,1976-12-23,https://www.baseball-reference.com/register/player.fcgi?id=cho---000seo,seong hwan cho,조성환,Sung-Hwan Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=10254
Do Hyeon Ko,1990-10-13,https://www.baseball-reference.com/register/player.fcgi?id=ko----000do-,do hyeon ko,고도현,Do-Hyun Ko,https://statiz.sporki.com/player/?m=playerinfo&p_no=11085
Jong-Hyeok Lim,1990-04-07,https://www.baseball-reference.com/register/player.fcgi?id=lim---001jon,jong hyeok lim,임종혁,Jong-Hyuk Im,https://statiz.sporki.com/player/?m=playerinfo&p_no=11083
Hyun Gon Lee,1980-02-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---003hye,hyeon gon lee,이현곤,Hyun-Gon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10022
Seung Jae Lee,1983-06-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---007seu,seung jae lee,이승재,Seung-Jae Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10744
Tae-won Lee,1986-03-17,https://www.baseball-reference.com/register/player.fcgi?id=lee---002tae,tae won lee,이태원,Tae-Won Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11160
Tae Young Ahn,1985-03-15,https://www.baseball-reference.com/register/player.fcgi?id=ahn---002tae,tae yeong ahn,안태영,Tae-Young An,https://statiz.sporki.com/player/?m=playerinfo&p_no=11132
Jung Ho Kang,1987-04-05,https://www.baseball-reference.com/register/player.fcgi?id=kang--000jeo,jeong ho kang,강정호,Jung-Ho Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10394
Brandon Knight,1975-10-01,https://www.baseball-reference.com/register/player.fcgi?id=knight001bra,brandon knight,나이트,Brandon Knight,https://statiz.sporki.com/player/?m=playerinfo&p_no=10360
Tae-jun Lim,1988-04-23,https://www.baseball-reference.com/register/player.fcgi?id=yim---001tae,tae jun lim,임태준,Tae-Jun Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10392
Sung Hoon Park,1982-09-19,https://www.baseball-reference.com/register/player.fcgi?id=park--001sun,seong hoon park,박성훈,Sung-Hoon Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10438
Hyung Sik Jung,1991-01-28,https://www.baseball-reference.com/register/player.fcgi?id=jeong-003hye,hyeong sik jeong,정형식,Hyeong-Sik Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10343
Myung Gu Kang,1980-10-25,https://www.baseball-reference.com/register/player.fcgi?id=gang--000mye,myeong koo kang,강명구,Myung-Gu Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10319
Hee Suk Kim,1990-02-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hee,hyi seok kim,김희석,Hee-Suk Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11199
Jin-yong No,1990-02-15,https://www.baseball-reference.com/register/player.fcgi?id=no----000jin,jin yong noh,노진용,Jin-Yong Noh,https://statiz.sporki.com/player/?m=playerinfo&p_no=10506
Dong Hwan Seo,1986-03-27,https://www.baseball-reference.com/register/player.fcgi?id=seo---000don,dong hwan seo,서동환,Dong-Hwan Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10207
Rick van den Hurk,1985-05-22,https://www.baseball-reference.com/register/player.fcgi?id=vanden001hen,rick van den hurk,밴덴헐크,Rick VandenHurk,https://statiz.sporki.com/player/?m=playerinfo&p_no=11103
Sung-woo Cho,1988-02-08,https://www.baseball-reference.com/register/player.fcgi?id=cho---002sun,seong woo cho,조성우,Sung-Woo Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=10122
Chun Mo Je,1982-04-05,https://www.baseball-reference.com/register/player.fcgi?id=jae---000chu,chun mo je,제춘모,Chun-Mo Je,https://statiz.sporki.com/player/?m=playerinfo&p_no=10157
Do Hyun Kim,1992-10-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---004do-,do hyeon kim,김도현,Do-Hyun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10764
Jung Hoon Kim,1987-05-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---004jun,jeong hoon kim,김정훈,Jung-Hun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10079
Sang Baek Lee,1987-03-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---012san,sang baek lee,이상백,Sang-Baek Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10146
Jo-Jo Reyes,1984-11-20,https://www.baseball-reference.com/register/player.fcgi?id=reyes-015jos,jo jo reyes,레이예스,Jo-Jo Reyes,https://statiz.sporki.com/player/?m=playerinfo&p_no=11081
Luke Scott,1978-06-25,https://www.baseball-reference.com/register/player.fcgi?id=scott-001luk,luke scott,스캇,Luke Scott,https://statiz.sporki.com/player/?m=playerinfo&p_no=11237
Jung Wook Uhm,1981-06-18,https://www.baseball-reference.com/register/player.fcgi?id=eom---000jeo,jeong wook eom,엄정욱,Jung-wook Um,https://statiz.sporki.com/player/?m=playerinfo&p_no=10139
Ross Wolf,1982-10-18,https://www.baseball-reference.com/register/player.fcgi?id=wolf--001ros,ross wolf,울프,Ross Wolf,https://statiz.sporki.com/player/?m=playerinfo&p_no=11239
Chang Hoon Kim,1985-10-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---001cha,chang hoon kim,김창훈,Chang-Hoon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10671
Dong Joo Kim,1976-02-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---006don,dong joo kim,김동주,Dong-Joo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10173
Garrett Olson,1983-10-18,https://www.baseball-reference.com/register/player.fcgi?id=olson-002gar,garrett olson,올슨,Garrett Olson,https://statiz.sporki.com/player/?m=playerinfo&p_no=11177
Yong Muk Won,1986-06-25,https://www.baseball-reference.com/register/player.fcgi?id=won---000yon,yong muk won,원용묵,Yong-Muk Won,https://statiz.sporki.com/player/?m=playerinfo&p_no=10212
Seung-min Ahn,1991-06-21,https://www.baseball-reference.com/register/player.fcgi?id=an----000seu,seung min ahn,안승민,Seung-Min Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=10629
Seung Ryong Baek,1982-08-16,https://www.baseball-reference.com/register/player.fcgi?id=paek--001seu,seung ryong baek,백승룡,Seung-Ryong Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=10664
Seung Hwan Choi,1978-02-25,https://www.baseball-reference.com/register/player.fcgi?id=choi--000seu,seung hwan choi,최승환,Seung-Hwan Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10169
Min Hyuk Jung,1983-09-14,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001min,min hyeok jeong,정민혁,Min-Hyeok Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10693
Dong Woo Kang,1974-04-20,https://www.baseball-reference.com/register/player.fcgi?id=kang--000don,dong woo kang,강동우,Dong-Woo Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10564
Il-yeop Kim,1980-02-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---001il-,il yeob kim,김일엽,Il-Yeop Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10276
Gyeong-Hun Lim,1989-08-30,https://www.baseball-reference.com/register/player.fcgi?id=lim---001gye,kyeong hoon lim,임경훈,Kyong-Hoon Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10927
Sae-Eop Lim,1983-09-01,https://www.baseball-reference.com/register/player.fcgi?id=lim---000sae,se eob lim,임세업,Se-Eop Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11123
Jae-Cheol Myeong,1989-01-17,https://www.baseball-reference.com/register/player.fcgi?id=myeong000jae,jae cheol myeong,명재철,Jae-Cheol Myeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10719
Jae-pil Oh,1982-07-27,https://www.baseball-reference.com/register/player.fcgi?id=oh----001seu,jae pil oh,오재필,Jae-Pil Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=10665
Sang-Kyu Park,1989-05-02,https://www.baseball-reference.com/register/player.fcgi?id=park--000san,sang kyu park,박상규,Sang-Gyu Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10568
Gyeong-heum Yeon,1983-09-14,https://www.baseball-reference.com/register/player.fcgi?id=yeon--000gye,kyeong heum yeon,연경흠,Kyung-Heum Yeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10571
Hoon-rak Choi,1982-05-12,https://www.baseball-reference.com/register/player.fcgi?id=choi--000hoo,hoon rak choi,최훈락,Hoon-Rak Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10040
Hyang-Nam Choi,1971-03-28,https://www.baseball-reference.com/register/player.fcgi?id=choi--001hya,hyang nam choi,최향남,Hyang-Nam Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10743
Jung Lip Hwang,1989-12-14,https://www.baseball-reference.com/register/player.fcgi?id=hwang-001jun,jeong lip hwang,황정립,Jeong-Lip Hwang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10819
Dong Hun Lee,1989-04-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---015don,dong hoon lee,이동훈,Dong-Hoon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11191
Young Joo Seo,1990-06-30,https://www.baseball-reference.com/register/player.fcgi?id=seo---001yon,yong joo seo,서용주,Yong-Joo Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11186
Dong Hoon You,1977-02-12,https://www.baseball-reference.com/register/player.fcgi?id=yu----000don,dong hoon yoo,유동훈,Dong-Hun Yu,https://statiz.sporki.com/player/?m=playerinfo&p_no=10060
Jae-Hyeok Yu,1992-03-29,https://www.baseball-reference.com/register/player.fcgi?id=yu----004jae,jae hyeok yoo,유재혁,Jae-Hyeok Yu,https://statiz.sporki.com/player/?m=playerinfo&p_no=10702
Hyo-nam Kim,1983-03-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hyo,hyo nam kim,김효남,Hyo-Nam Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10359
Do-hyun Lim,1985-09-06,https://www.baseball-reference.com/register/player.fcgi?id=yim---000do-,do hyeon lim,임도현,Do-Hyun Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10494
Radhames Liz,1983-10-06,https://www.baseball-reference.com/register/player.fcgi?id=liz---001rad,radhames liz,리즈,Radhamés Liz,https://statiz.sporki.com/player/?m=playerinfo&p_no=10653
Young Dong Yang,1983-07-16,https://www.baseball-reference.com/register/player.fcgi?id=yang--000you,yeong dong yang,양영동,Yeong-Dong Yang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10656
Bo Myung Jung,1980-08-23,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000bo-,bo myeong jeong,정보명,Bo-Myung Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=10252
In-gu Lee,1980-11-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---000in-,in koo lee,이인구,In-Koo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10263
Ji-Mo Lee,1986-10-30,https://www.baseball-reference.com/register/player.fcgi?id=lee---001ji-,ji mo lee,이지모,Ji-Mo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10832
Sung Ki Jung,1979-08-06,https://www.baseball-reference.com/register/player.fcgi?id=jung--001sun,jin jeong,정진,Jin Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=11133
Jong-Chan Kim,1987-07-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---016jon,jong chan kim,김종찬,Jong-Chan Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11152
Myung Hwan Lee,1985-04-26,https://www.baseball-reference.com/register/player.fcgi?id=lee---004mye,myeong hwan lee,이명환,Myeong-Hwan Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11173
Eu Tteum Park,1990-06-14,https://www.baseball-reference.com/register/player.fcgi?id=park--000eu-,eu tteum park,박으뜸,Eu-Ttaum Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11175
Soo Sung Jung,1978-03-04,https://www.baseball-reference.com/register/player.fcgi?id=jeong-003soo,soo seong jeong,정수성,Soo-Sung Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=10419
Ji Man Song,1973-03-02,https://www.baseball-reference.com/register/player.fcgi?id=song--000ji-,ji man song,송지만,Ji-Man Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=10412
Esmailin Caridad,1983-10-28,https://www.baseball-reference.com/register/player.fcgi?id=carida001esm,esmailin caridad,카리대,Esmailin Caridad,https://statiz.sporki.com/player/?m=playerinfo&p_no=11183
Aneury Rodríguez,1987-12-13,https://www.baseball-reference.com/register/player.fcgi?id=rodrig001ane,aneury rodriguez,로드리게스,Aneury Rodriguez,https://statiz.sporki.com/player/?m=playerinfo&p_no=11104
Chi Yong An,1979-02-23,https://www.baseball-reference.com/register/player.fcgi?id=an----001chi,chi yong ahn,안치용,Chi-Yong Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=10488
Gyu-Chang Jeong,1989-06-29,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000gyu,kyu chang jeong,정규창,Gyu-Chang Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=10807
Young Uk Lee,1980-08-13,https://www.baseball-reference.com/register/player.fcgi?id=lee---004yeo,yeong wook lee,이영욱,Yeong-Wook Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10634
In Sung Park,1990-03-23,https://www.baseball-reference.com/register/player.fcgi?id=park--000in-,in seong park,박인성,In-Sung Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10806
Kyung Oan Park,1972-07-11,https://www.baseball-reference.com/register/player.fcgi?id=park--000kyu,kyeong wan park,박경완,Kyung-Wahn Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10080
Jung-Ik Shin,1987-02-04,https://www.baseball-reference.com/register/player.fcgi?id=shin--000jun,jeong ik shin,신정익,Jeong-Ik Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10708
Yeong-Jin Ahn,1983-09-03,https://www.baseball-reference.com/register/player.fcgi?id=an----000yeo,yeong jin ahn,안영진,Young-Jin Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=10697
Brian Bass,1982-01-06,https://www.baseball-reference.com/register/player.fcgi?id=bass--001bri,brian bass,배스,Brian Bass,https://statiz.sporki.com/player/?m=playerinfo&p_no=10908
Woo Suk Choi,1993-02-06,https://www.baseball-reference.com/register/player.fcgi?id=choi--001woo,woo seok choi,최우석,Woo-Suk Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10910
Won-seok Chung,1977-03-27,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002won,won seok jeong,정원석,Won-Seok Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10562
Chan Ho Park,1973-06-30,https://www.baseball-reference.com/register/player.fcgi?id=park--001cha,chan ho park,박찬호,Chan-Ho Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10907
Ju-yeong Shin,1984-02-15,https://www.baseball-reference.com/register/player.fcgi?id=sin---000ju-,joo yeong shin,신주영,Joo-Young Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10599
Kyung Hyun Shin,1975-11-28,https://www.baseball-reference.com/register/player.fcgi?id=shin--001gye,kyeong hyeon shin,신경현,Kyung-Hyun Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10542
Sang-Gyo Chung,1991-10-01,https://www.baseball-reference.com/register/player.fcgi?id=chung-000san,sang kyo jeong,정상교,Sang-Kyo Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10705
Sung-Goo Han,1988-09-14,https://www.baseball-reference.com/register/player.fcgi?id=han---000sun,seong koo han,한성구,Sung-Gu Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=10800
Seong-gye Kim,1985-05-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---009seo,seong gye kim,김성계,Sung-Gye Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10786
Woo-seok Ko,1984-11-03,https://www.baseball-reference.com/register/player.fcgi?id=ko----000woo,woo seok ko,고우석,Woo-Suk Go,https://statiz.sporki.com/player/?m=playerinfo&p_no=10042
Jung-hoon Lee,1991-04-27,https://www.baseball-reference.com/register/player.fcgi?id=lee---006jun,jeong hoon lee,이정훈,Jeong-Hun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10065
Seung Min Park,1977-03-18,https://www.baseball-reference.com/register/player.fcgi?id=park--001jun,seung min park,박승민,Seung-Min Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10439
Horacio Ramírez,1979-11-24,https://www.baseball-reference.com/register/player.fcgi?id=ramire001hor,horacio ramirez,라미레즈,Horacio Ramirez,https://statiz.sporki.com/player/?m=playerinfo&p_no=10926
San Song,1982-07-02,https://www.baseball-reference.com/register/player.fcgi?id=song--000san,san song,송산,San Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=10796
Hui Han,1989-11-11,https://www.baseball-reference.com/register/player.fcgi?id=han---000hui,hyi han,한희,Hee Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=10539
Jae Bok Jung,1981-02-13,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000jae,jae bok jeong,정재복,Jae-Bok Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=10532
Il Kyoung Kim,1978-07-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---002il-,il kyeong kim,김일경,Il-Gyeong Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10398
Dae Jin Lee,1974-06-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---005dae,dae jin lee,이대진,Dae-Jin Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10062
Hee-Seong Lee,1988-03-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hee,hyi seong lee,이희성,Hee-Sung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10761
Seung-woo Lee,1988-12-08,https://www.baseball-reference.com/register/player.fcgi?id=lee---010seu,seung woo lee,이승우,Seung-Woo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10528
Sung-Jin Lee,1992-02-23,https://www.baseball-reference.com/register/player.fcgi?id=lee---005sun,seong jin lee,이성진,Sung-Jin Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10922
Gwang-ho Shim,1977-08-01,https://www.baseball-reference.com/register/player.fcgi?id=shim--000gwa,kwang ho shim,심광호,Gwang-Ho Sim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10310
In Ho Son,1975-04-03,https://www.baseball-reference.com/register/player.fcgi?id=son---000in-,in ho sohn,손인호,In-Ho Son,https://statiz.sporki.com/player/?m=playerinfo&p_no=10487
Seung-jin Yang,1987-04-19,https://www.baseball-reference.com/register/player.fcgi?id=yang--001seu,seung jin yang,양승진,Seung-Jin Yang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10601
Yong-sun Byeon,1987-05-17,https://www.baseball-reference.com/register/player.fcgi?id=byeon-000yon,yong sun byeon,변용선,Yong-Sun Byun,https://statiz.sporki.com/player/?m=playerinfo&p_no=10233
Sung-Ho Kim,1989-03-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---004sun,seong ho kim,김성호,Sung-Ho Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10824
Yong Hoon Lee,1977-07-14,https://www.baseball-reference.com/register/player.fcgi?id=lee---002yon,yong hoon lee,이용훈,Yong-Hoon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10291
Dong Wook Park,1985-04-06,https://www.baseball-reference.com/register/player.fcgi?id=park--001don,keon woo park,박건우,Geon-Woo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10682
Byung Sik Kang,1977-04-23,https://www.baseball-reference.com/register/player.fcgi?id=kang--001bye,byeong sik kang,강병식,Byeong-Sik Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10408
Gui-tae Kang,1979-08-12,https://www.baseball-reference.com/register/player.fcgi?id=kang--000gui,gwi tae kang,강귀태,Gui-Tae Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10385
Nam Hyung Kim,1988-05-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---000nam,nam hyeong kim,김남형,Nam-Hyung Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10396
Soo-kyung Kim,1979-08-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---002soo,soo kyeong kim,김수경,Soo-Kyung Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10430
Sang Byung Chae,1979-12-18,https://www.baseball-reference.com/register/player.fcgi?id=chae--000san,sang byeong chae,채상병,Sang-Byung Chae,https://statiz.sporki.com/player/?m=playerinfo&p_no=10315
Gyeong-mo Kim,1989-06-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---004gye,kyeong mo kim,김경모,Kyeong-Mo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10725
Yeong-Hoon Kim,1989-03-24,https://www.baseball-reference.com/register/player.fcgi?id=kim---014yeo,yeong hoon kim,김영훈,Young-Hoon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10942
Jae-ho Cho,1980-01-10,https://www.baseball-reference.com/register/player.fcgi?id=cho---000jae,jae ho cho,조재호,Jae-Ho Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=10420
Yeong-Jin Kwon,1984-11-18,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000yeo,yeong jin kwon,권영진,Young-Jin Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10087
Aquilino López,1975-04-21,https://www.baseball-reference.com/register/player.fcgi?id=lopez-001aqu,aquilino lopez,로페즈,Aquilino Lopez,https://statiz.sporki.com/player/?m=playerinfo&p_no=10048
Jae-hong Park,1973-09-07,https://www.baseball-reference.com/register/player.fcgi?id=park--000jae,jae hong park,박재홍,Jae-Hong Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10113
Jae-wong Yu,1979-05-20,https://www.baseball-reference.com/register/player.fcgi?id=yu----003jae,jae woong yoo,유재웅,Jae-Woong Yu,https://statiz.sporki.com/player/?m=playerinfo&p_no=10191
Dong-Hyeon Ahn,1986-12-24,https://www.baseball-reference.com/register/player.fcgi?id=ahn---000don,dong hyeon ahn,안동현,Dong-Hyeon Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=10689
Hyeon-Jin Choi,1992-09-24,https://www.baseball-reference.com/register/player.fcgi?id=choi--003hye,hyeon jin choi,최현진,Hyun-Jin Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10733
Dong-Kil Kim,1987-03-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---017don,dong kil kim,김동길,Dong-Gil Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10688
