name_eng,date_of_birth,url
Se Min Kim,2003-06-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---000sem
Dae-ho Lee,1982-06-21,https://www.baseball-reference.com/register/player.fcgi?id=lee---000dae
Kang Jun Lee,2001-12-14,https://www.baseball-reference.com/register/player.fcgi?id=lee---000kan
Seung Heon Lee,1998-12-19,https://www.baseball-reference.com/register/player.fcgi?id=lee---017seu
DJ Peters,1995-12-12,https://www.baseball-reference.com/register/player.fcgi?id=peters000dj-
Jun Won Seo,2000-11-05,https://www.baseball-reference.com/register/player.fcgi?id=seo---003jun
Glenn Sparkman,1992-05-11,https://www.baseball-reference.com/register/player.fcgi?id=sparkm000gle
Matt Dermody,1990-07-04,https://www.baseball-reference.com/register/player.fcgi?id=dermod001mat
Beom Mo Jeong,1987-03-26,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000beo
Jin Gi Jeong,1992-10-10,https://www.baseball-reference.com/register/player.fcgi?id=chung-001jin
Min Su Jun,1989-03-18,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000don
Dong Yeon Kang,1992-12-18,https://www.baseball-reference.com/register/player.fcgi?id=kang--001don
Eung Min Kim,1991-10-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---000weu
Geon Tae Kim,1991-10-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---003jun
Ki Hwan Kim,1995-08-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kih
Tae Gyeong Kim,2001-04-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---030tae
Nick Martini,1990-06-27,https://www.baseball-reference.com/register/player.fcgi?id=martin007nic
Dong Soo Park,1999-05-24,https://www.baseball-reference.com/register/player.fcgi?id=park--002don
Wes Parsons,1992-09-06,https://www.baseball-reference.com/register/player.fcgi?id=parson000wes
Drew Rucinski,1988-12-30,https://www.baseball-reference.com/register/player.fcgi?id=rucins000dre
Young Jin Choi,1988-05-10,https://www.baseball-reference.com/register/player.fcgi?id=choi--002you
Sung Pyo Kim,1994-03-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---005sun
Soo-Min Lee,1995-09-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---000soo
Dae Han Lim,1993-08-13,https://www.baseball-reference.com/register/player.fcgi?id=lim---000dae
Ju Hyeok Park,2001-05-18,https://www.baseball-reference.com/register/player.fcgi?id=park--001juh
Jung Jun Park,1992-03-22,https://www.baseball-reference.com/register/player.fcgi?id=park--005jeo
Seung Kyu Park,2000-09-02,https://www.baseball-reference.com/register/player.fcgi?id=park--002seu
Yo Han Cho,2000-01-06,https://www.baseball-reference.com/register/player.fcgi?id=cho---000yoh
Kevin Cron,1993-02-17,https://www.baseball-reference.com/register/player.fcgi?id=cron--000kev
Wilmer Font,1990-05-24,https://www.baseball-reference.com/register/player.fcgi?id=font--001wil
Young Jun Jeon,2002-04-16,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000you
Gyeong Won Jun,1999-03-18,https://www.baseball-reference.com/register/player.fcgi?id=jun---000gye
Jae Hyun Kim,1991-08-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---020jae
Keon Woo Kim,2002-07-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---000keo
Kyu Nam Kim,1995-05-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---006kyu
Tae Hoon Kim,1990-05-19,https://www.baseball-reference.com/register/player.fcgi?id=kim---006tae
Juan Lagares,1989-03-17,https://www.baseball-reference.com/register/player.fcgi?id=lagare001jua
Hyun Seok Lee,1992-06-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---009hye
Shawn Morimando,1992-11-20,https://www.baseball-reference.com/register/player.fcgi?id=morima000sha
Iván Nova,1987-01-12,https://www.baseball-reference.com/register/player.fcgi?id=nova--001iva
Jun Hyeok Oh,1992-03-11,https://www.baseball-reference.com/register/player.fcgi?id=oh----000joo
Jeung Woo Seok,1999-01-20,https://www.baseball-reference.com/register/player.fcgi?id=seok--000jeu
Jae Young Shin,1989-11-18,https://www.baseball-reference.com/register/player.fcgi?id=shin--001jae
Tae Hyeon Yun,2003-10-10,https://www.baseball-reference.com/register/player.fcgi?id=yun---001tae
Dong Hoon Baek,1990-09-16,https://www.baseball-reference.com/register/player.fcgi?id=paek--000min
Je Young Cho,2001-02-12,https://www.baseball-reference.com/register/player.fcgi?id=cho---000jey
Se Chang Choi,2001-06-01,https://www.baseball-reference.com/register/player.fcgi?id=choi--000sec
Kyeong Tae Hwang,1996-08-17,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000kye
Walker Lockett,1994-05-03,https://www.baseball-reference.com/register/player.fcgi?id=locket000and
Dae Won Moon,1998-08-22,https://www.baseball-reference.com/register/player.fcgi?id=moon--000dae
Ho Nam,2000-07-20,https://www.baseball-reference.com/register/player.fcgi?id=nam---000ho-
Seoung Jae Park,2002-11-18,https://www.baseball-reference.com/register/player.fcgi?id=park--004seo
Hee Kwan Yoo,1986-06-01,https://www.baseball-reference.com/register/player.fcgi?id=yu----000hui
Jae Yu Yu,1997-03-03,https://www.baseball-reference.com/register/player.fcgi?id=yu----005jae
Dong Hyun Bae,1998-03-16,https://www.baseball-reference.com/register/player.fcgi?id=bae---000don
Wung Joung Chang,1997-04-11,https://www.baseball-reference.com/register/player.fcgi?id=chang-000wun
Ryon Healy,1992-01-10,https://www.baseball-reference.com/register/player.fcgi?id=healy-000ryo
Young Kuk Hwang,1995-12-26,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000yeo
Han Min Jo,2000-10-20,https://www.baseball-reference.com/register/player.fcgi?id=jo----000han
In Wook Jung,1990-12-18,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002in-
Jin Ho Jung,1988-10-02,https://www.baseball-reference.com/register/player.fcgi?id=chung-000jin
Kyung Hak Kang,1992-08-11,https://www.baseball-reference.com/register/player.fcgi?id=kang--002kye
Gi Tak Kim,1998-09-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kit
Ji Soo Kim,1996-10-29,https://www.baseball-reference.com/register/player.fcgi?id=kim---000jee
Jin-Young Kim,1992-04-16,https://www.baseball-reference.com/register/player.fcgi?id=kim---014jin
Min Ha Kim,1989-02-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---013min
Tae-Kyun Kim,1982-05-29,https://www.baseball-reference.com/register/player.fcgi?id=kim---001tae
Sung Yul Lee,1984-07-13,https://www.baseball-reference.com/register/player.fcgi?id=lee---003seo
Dong Wook Moon,1992-01-07,https://www.baseball-reference.com/register/player.fcgi?id=moon--000don
Tae Hyeong Noh,1995-02-08,https://www.baseball-reference.com/register/player.fcgi?id=no----000tae
Dong Uk Oh,2001-02-04,https://www.baseball-reference.com/register/player.fcgi?id=oh----000don
Ju-hong Park,1999-08-20,https://www.baseball-reference.com/register/player.fcgi?id=park--000ju-
Hernán Pérez,1991-03-26,https://www.baseball-reference.com/register/player.fcgi?id=perez-001her
Kyun Seo,1992-01-11,https://www.baseball-reference.com/register/player.fcgi?id=seo---000gyu
Jee Hoo Shin,2001-06-12,https://www.baseball-reference.com/register/player.fcgi?id=shin--000jee
Ho Jung Song,2002-03-10,https://www.baseball-reference.com/register/player.fcgi?id=song--000hoj
Aaron Brooks,1990-04-27,https://www.baseball-reference.com/register/player.fcgi?id=brooks000aar
Myeong Jin Cha,1995-03-03,https://www.baseball-reference.com/register/player.fcgi?id=cha---002mye
Jung Min Choi,1989-06-02,https://www.baseball-reference.com/register/player.fcgi?id=choi--002jeo
Yong Jun Choi,2001-12-19,https://www.baseball-reference.com/register/player.fcgi?id=choi--003yon
Yun Ho Hwang,1993-09-22,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000yoo
Min Gi Jang,2001-12-30,https://www.baseball-reference.com/register/player.fcgi?id=jang--003min
Daniel Mengden,1993-02-19,https://www.baseball-reference.com/register/player.fcgi?id=mengde000dan
Ju Hwan Na,1984-06-14,https://www.baseball-reference.com/register/player.fcgi?id=na----000ju-
Jeong Hwan Oh,1999-03-27,https://www.baseball-reference.com/register/player.fcgi?id=oh----002jun
Jin Tae Park,1994-10-19,https://www.baseball-reference.com/register/player.fcgi?id=park--005jin
Kun Woo Park,1998-06-03,https://www.baseball-reference.com/register/player.fcgi?id=park--002kun
Duk Won Seo,1993-07-12,https://www.baseball-reference.com/register/player.fcgi?id=seo---000duk
Bo Takahashi,1997-01-23,https://www.baseball-reference.com/register/player.fcgi?id=takaha000rod
Preston Tucker,1990-07-06,https://www.baseball-reference.com/register/player.fcgi?id=tucker002pre
Min Sang Yoo,1989-04-13,https://www.baseball-reference.com/register/player.fcgi?id=yu----000min
Jake Brigham,1988-02-10,https://www.baseball-reference.com/register/player.fcgi?id=brigha001jac
Will Craig,1994-11-16,https://www.baseball-reference.com/register/player.fcgi?id=craig-003wil
David Freitas,1989-03-18,https://www.baseball-reference.com/register/player.fcgi?id=freita001dav
Jung Heop Huh,1990-02-17,https://www.baseball-reference.com/register/player.fcgi?id=ho----004jun
Eun Sung Kim,1993-03-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---000eun
Jeong In Kim,1996-06-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---019jeo
Gyu Bin Lim,1991-09-12,https://www.baseball-reference.com/register/player.fcgi?id=im----000gyu
Chan Moon,1991-03-23,https://www.baseball-reference.com/register/player.fcgi?id=moon--002cha
Ju Won Oh,1985-03-31,https://www.baseball-reference.com/register/player.fcgi?id=oh----002jae
Gwan Jin Park,1997-03-26,https://www.baseball-reference.com/register/player.fcgi?id=park--000gwa
Jeong Eum Park,1989-04-15,https://www.baseball-reference.com/register/player.fcgi?id=park--007jeo
Josh A. Smith,1987-08-07,https://www.baseball-reference.com/register/player.fcgi?id=smith-015jos
Woo Hyun Song,1996-12-27,https://www.baseball-reference.com/register/player.fcgi?id=song--001woo
Zoilo Almonte,1989-06-10,https://www.baseball-reference.com/register/player.fcgi?id=almont001zoi
Jared Hoying,1989-05-18,https://www.baseball-reference.com/register/player.fcgi?id=hoying001jar
Bo Geun Lee,1986-04-30,https://www.baseball-reference.com/register/player.fcgi?id=lee---000bo-
Hong Ku Lee,1990-12-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---002hon
Dae-Eun Rhee,1989-03-23,https://www.baseball-reference.com/register/player.fcgi?id=rhee--001dae
Won Sang Yoo,1986-06-17,https://www.baseball-reference.com/register/player.fcgi?id=yu----000won
Han Joon Yu,1981-07-01,https://www.baseball-reference.com/register/player.fcgi?id=yu----000han
Justin Bour,1988-05-28,https://www.baseball-reference.com/register/player.fcgi?id=bour--001jus
Woo-chan Cha,1987-05-31,https://www.baseball-reference.com/register/player.fcgi?id=cha---000woo
Tae Hyoung Kim,1998-09-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---028tae
Yong Eui Kim,1985-08-20,https://www.baseball-reference.com/register/player.fcgi?id=kim---002yon
Chan Hyeok Lee,1998-08-19,https://www.baseball-reference.com/register/player.fcgi?id=lee---019cha
Sung Woo Lee,1981-09-01,https://www.baseball-reference.com/register/player.fcgi?id=lee---002seo
Roberto Ramos,1994-12-28,https://www.baseball-reference.com/register/player.fcgi?id=ramos-004rob
Andrew Suárez,1992-09-11,https://www.baseball-reference.com/register/player.fcgi?id=suarez002and
Jong Eun Choi,1998-10-12,https://www.baseball-reference.com/register/player.fcgi?id=choi--001jon
Min Jae Choi,1994-01-08,https://www.baseball-reference.com/register/player.fcgi?id=choi--004min
Enderson Franco,1992-12-29,https://www.baseball-reference.com/register/player.fcgi?id=franco001end
Seung Hyeok Han,1996-05-20,https://www.baseball-reference.com/register/player.fcgi?id=han---004seu
Dong Ho Kang,1994-04-21,https://www.baseball-reference.com/register/player.fcgi?id=kang--004don
Dong Woo Kim,1995-10-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---024don
Ju Hyun Kim,1993-12-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---004joo
Byung Kyu Lee,1983-10-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---002byu
Dixon Machado,1992-02-22,https://www.baseball-reference.com/register/player.fcgi?id=machad001dix
Byeong-heon Min,1987-03-10,https://www.baseball-reference.com/register/player.fcgi?id=min---000bye
Hyoun Taek Oh,1985-07-17,https://www.baseball-reference.com/register/player.fcgi?id=oh----000hyu
Jae Min Park,2001-08-27,https://www.baseball-reference.com/register/player.fcgi?id=park--004jae
Seon Woo Park,1997-07-12,https://www.baseball-reference.com/register/player.fcgi?id=park--003seo
Aaron Altherr,1991-01-14,https://www.baseball-reference.com/register/player.fcgi?id=alther001aar
In San An,2001-02-27,https://www.baseball-reference.com/register/player.fcgi?id=an----000ins
Seok Hoon Chi,1984-03-17,https://www.baseball-reference.com/register/player.fcgi?id=chi---000seo
Keum Kang Choi,1989-04-26,https://www.baseball-reference.com/register/player.fcgi?id=choi--000keu
Woo Jae Choi,1997-04-11,https://www.baseball-reference.com/register/player.fcgi?id=choi--002woo
Hyun Jung,1994-06-01,https://www.baseball-reference.com/register/player.fcgi?id=chung-000hyu
Tae Gyeong Kang,2001-07-26,https://www.baseball-reference.com/register/player.fcgi?id=kang--002tae
Jae Yul Lee,1993-05-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---014jae
Seung Heon Lee,1995-12-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---020seu
Won Jai Lee,1989-05-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---008won
Chang Min Mo,1985-05-08,https://www.baseball-reference.com/register/player.fcgi?id=mo----000cha
Jin Woo Park,1990-02-12,https://www.baseball-reference.com/register/player.fcgi?id=park--004jin
Si Hun Roh,1998-08-04,https://www.baseball-reference.com/register/player.fcgi?id=roh---000sih
Jung Wook Son,1990-12-24,https://www.baseball-reference.com/register/player.fcgi?id=son---001jeo
Seung Min Back,1990-07-09,https://www.baseball-reference.com/register/player.fcgi?id=paek--003seu
Jun Bum Koo,1995-03-18,https://www.baseball-reference.com/register/player.fcgi?id=koo---000jun
Jeong Woong Kwon,1992-11-15,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000jeo
Hyun Jun Lim,1988-12-21,https://www.baseball-reference.com/register/player.fcgi?id=lim---001hye
Ben Lively,1992-03-05,https://www.baseball-reference.com/register/player.fcgi?id=lively001edw
Mike Montgomery,1989-07-01,https://www.baseball-reference.com/register/player.fcgi?id=montgo001mic
Sang Ho Chung,1982-12-24,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000san
Sam Gaviglio,1990-05-22,https://www.baseball-reference.com/register/player.fcgi?id=gavigl001sam
Eui Yoon Jung,1986-07-25,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000ui-
Su-Min Jung,1990-04-01,https://www.baseball-reference.com/register/player.fcgi?id=jung--001su-
Young-Il Jung,1988-11-16,https://www.baseball-reference.com/register/player.fcgi?id=jung--002you
Ji Kwang Kang,1990-10-23,https://www.baseball-reference.com/register/player.fcgi?id=kang--000chi
Se Hyun Kim,1987-08-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---005yeo
Artie Lewicki,1992-04-08,https://www.baseball-reference.com/register/player.fcgi?id=lewick000art
Tae-Hyeok Nam,1991-03-13,https://www.baseball-reference.com/register/player.fcgi?id=nam---001tae
Jamie Romak,1985-09-30,https://www.baseball-reference.com/register/player.fcgi?id=romak-001jam
Jae Woong Shin,1982-03-28,https://www.baseball-reference.com/register/player.fcgi?id=sin---000jae
Seon Ryul Yang,1997-04-15,https://www.baseball-reference.com/register/player.fcgi?id=yang--003seo
Seo Jun Yoo,1995-12-04,https://www.baseball-reference.com/register/player.fcgi?id=yu----004seo
Chang Hyun Bae,1998-12-09,https://www.baseball-reference.com/register/player.fcgi?id=bae---000cha
Chris Flexen,1994-07-01,https://www.baseball-reference.com/register/player.fcgi?id=flexen000chr
Hyuk Kwon,1983-11-06,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000hye
Dong Won Lee,1993-12-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---018don
Ju Yeop Lee,2001-03-26,https://www.baseball-reference.com/register/player.fcgi?id=lee---000juy
Seung Min Lee,1995-02-08,https://www.baseball-reference.com/register/player.fcgi?id=lee---021seu
Brandon Barnes,1986-05-15,https://www.baseball-reference.com/register/player.fcgi?id=barnes001bra
Chad Bell,1989-02-28,https://www.baseball-reference.com/register/player.fcgi?id=bell--005cha
Jin Hang Choi,1985-08-17,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jin
Seung Jun Choi,1988-01-11,https://www.baseball-reference.com/register/player.fcgi?id=choi--001seu
Gi Hun Jeong,1995-02-18,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000gih
Hea Sung Kim,1985-12-04,https://www.baseball-reference.com/register/player.fcgi?id=kim---002hui
Jin Wook Kim,2000-01-13,https://www.baseball-reference.com/register/player.fcgi?id=kim---016jin
Moon Ho Kim,1987-06-22,https://www.baseball-reference.com/register/player.fcgi?id=kim---000mun
Hyun Ho Lee,1992-07-14,https://www.baseball-reference.com/register/player.fcgi?id=lee---008hye
Han Gyeol Park,1994-12-24,https://www.baseball-reference.com/register/player.fcgi?id=park--002han
Warwick Saupold,1990-01-16,https://www.baseball-reference.com/register/player.fcgi?id=saupol000war
Kwang Min Song,1983-06-24,https://www.baseball-reference.com/register/player.fcgi?id=song--000gwa
Sung Woo Yang,1989-05-02,https://www.baseball-reference.com/register/player.fcgi?id=yang--002seo
Kyu Jin Yun,1984-07-28,https://www.baseball-reference.com/register/player.fcgi?id=yun---000gyu
Drew Gagnon,1990-06-26,https://www.baseball-reference.com/register/player.fcgi?id=gagnon001and
In Jun Hwang,1991-07-23,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000in-
Young Suk Jang,1990-05-14,https://www.baseball-reference.com/register/player.fcgi?id=jang--000yeo
Joo Chan Kim,1981-03-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ju-
Moung Chan Kim,1992-10-24,https://www.baseball-reference.com/register/player.fcgi?id=kim---004mye
Seung Beom Kim,1998-12-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---007seu
Young Hwan Kim,1993-01-31,https://www.baseball-reference.com/register/player.fcgi?id=kim---015yeo
Jang Hyeok Ko,1990-01-08,https://www.baseball-reference.com/register/player.fcgi?id=ko----002yeo
Seon Jae Moon,1990-05-20,https://www.baseball-reference.com/register/player.fcgi?id=mun---000seo
Seung-cheol Yang,1992-07-15,https://www.baseball-reference.com/register/player.fcgi?id=yang--004seu
Jae Yong Cha,1996-08-20,https://www.baseball-reference.com/register/player.fcgi?id=cha---000jae
Dae Hyun Chung,1991-07-19,https://www.baseball-reference.com/register/player.fcgi?id=jung--000dae
Seong Woon Jo,1989-10-02,https://www.baseball-reference.com/register/player.fcgi?id=cho---000deo
Ha-Seong Kim,1995-10-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ha-
Jeong Hu Kim,1988-09-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---016gye
Kyu Min Kim,1993-01-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---001kyu
Taek Keun Lee,1980-07-10,https://www.baseball-reference.com/register/player.fcgi?id=lee---004tae
Taylor Motter,1989-09-18,https://www.baseball-reference.com/register/player.fcgi?id=motter000tay
Hyeon Jun An,1995-03-23,https://www.baseball-reference.com/register/player.fcgi?id=ahn---000san
Seung Ji Han,1997-05-19,https://www.baseball-reference.com/register/player.fcgi?id=han---003seu
Ju Hu Jeong,1995-06-26,https://www.baseball-reference.com/register/player.fcgi?id=jung--000da-
Byeong Uk Jo,1998-06-08,https://www.baseball-reference.com/register/player.fcgi?id=jo----000bye
Min Cheol Keum,1986-11-07,https://www.baseball-reference.com/register/player.fcgi?id=geum--000min
Seong Hun Kim,1996-02-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---046seo
Sang-Hwa Lee,1988-03-01,https://www.baseball-reference.com/register/player.fcgi?id=lee---002san
Joon Hyuk Park,1999-08-30,https://www.baseball-reference.com/register/player.fcgi?id=park--005joo
Chung Hoon Baek,1987-11-19,https://www.baseball-reference.com/register/player.fcgi?id=paek--000in-
Jae Won Choi,1990-07-30,https://www.baseball-reference.com/register/player.fcgi?id=choi--001jae
Geun-woo Chung,1982-10-02,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000geu
Seon Tae Han,1994-06-14,https://www.baseball-reference.com/register/player.fcgi?id=han---001seo
Yong Woon Jung,1990-07-06,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000yon
Kwang Eun Moon,1987-11-09,https://www.baseball-reference.com/register/player.fcgi?id=moon--000gwa
Jee-kyu Park,1991-10-12,https://www.baseball-reference.com/register/player.fcgi?id=park--000jee
Tyler Wilson,1989-09-25,https://www.baseball-reference.com/register/player.fcgi?id=wilson005phi
Geon Wook Yeo,1986-09-16,https://www.baseball-reference.com/register/player.fcgi?id=yeo---000geo
Won-sam Chang,1983-06-09,https://www.baseball-reference.com/register/player.fcgi?id=jang--000won
Il Hor,1992-11-20,https://www.baseball-reference.com/register/player.fcgi?id=heo---000il-
Tae-Seung Jung,1988-03-17,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001tae
Dong Han Kim,1988-06-24,https://www.baseball-reference.com/register/player.fcgi?id=kim---015don
Myeong Hyeon Park,2001-06-16,https://www.baseball-reference.com/register/player.fcgi?id=park--000mye
Adrian Sampson,1991-10-07,https://www.baseball-reference.com/register/player.fcgi?id=sampso000adr
Seung Song,1980-06-29,https://www.baseball-reference.com/register/player.fcgi?id=song--001seu
Seong Moo Hong,1993-01-25,https://www.baseball-reference.com/register/player.fcgi?id=hong--005sun
Ho Jung Lee,1992-10-13,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hoj
Hyoung Won Lim,2001-09-15,https://www.baseball-reference.com/register/player.fcgi?id=lim---000hyo
Mike Wright Jr.,1990-01-03,https://www.baseball-reference.com/register/player.fcgi?id=wright000den
Young Jun Yoo,1994-07-13,https://www.baseball-reference.com/register/player.fcgi?id=yoo---000yeo
Soo Kang Yoon,1990-02-22,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000yeo
Ji Hoon Jang,1997-03-31,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jee
Oh Joon Kwon,1980-03-09,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000oh-
Daniel Palka,1991-10-28,https://www.baseball-reference.com/register/player.fcgi?id=palka-001dan
Chan Do Park,1989-02-22,https://www.baseball-reference.com/register/player.fcgi?id=park--003cha
Tyler Saladino,1989-07-20,https://www.baseball-reference.com/register/player.fcgi?id=saladi001tyl
Sung Hwan Yun,1981-10-08,https://www.baseball-reference.com/register/player.fcgi?id=yun---003seo
Tae In Chae,1982-10-11,https://www.baseball-reference.com/register/player.fcgi?id=chae--000tae
Chan-ho Kim,1997-03-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---006cha
Gyeong Ho Kim,1995-07-31,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kye
Jae Hyun Kim,1987-11-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---009jae
Min Jun Kim,1994-02-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---014min
Seong Min Kim,2001-04-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---047seo
Geo Yeon Lee,1997-06-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---008geo
Won-joon Lee,1998-07-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---009won
Hyi-su Park,1983-07-13,https://www.baseball-reference.com/register/player.fcgi?id=park--000hyi
Ricardo Pinto,1994-01-20,https://www.baseball-reference.com/register/player.fcgi?id=pinto-000ric
Tyler White,1990-10-29,https://www.baseball-reference.com/register/player.fcgi?id=white-002tyl
Hi Sang Yoon,1985-05-17,https://www.baseball-reference.com/register/player.fcgi?id=yun---000hyi
Suk Min Yoon,1985-09-04,https://www.baseball-reference.com/register/player.fcgi?id=yun---001seo
Kang Min Yun,1990-10-08,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000kan
Young Soo Bae,1981-05-04,https://www.baseball-reference.com/register/player.fcgi?id=bae---000you
Dae Sung Choi,1985-05-17,https://www.baseball-reference.com/register/player.fcgi?id=choi--000dae
Seth Frankoff,1988-08-27,https://www.baseball-reference.com/register/player.fcgi?id=franko001jam
Byoung Gon Jung,1988-03-23,https://www.baseball-reference.com/register/player.fcgi?id=chung-000byo
Seung Hye Kim,1981-02-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---002seu
Josh Lindblom,1987-06-15,https://www.baseball-reference.com/register/player.fcgi?id=lindbl001jos
Jin Woo Baek,1988-05-09,https://www.baseball-reference.com/register/player.fcgi?id=paek--000cha
Youn Suk Choi,1987-03-28,https://www.baseball-reference.com/register/player.fcgi?id=choi--000yoo
Chang-hyeok Kim,1991-05-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---008cha
Jong Min Kim,1986-03-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---019jon
Kyung Tae Kim,1991-02-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kyu
Sung Hun Kim,1998-02-04,https://www.baseball-reference.com/register/player.fcgi?id=kim---009sun
Chang Yeol Lee,1991-09-06,https://www.baseball-reference.com/register/player.fcgi?id=lee---013cha
Jun Hyuck Park,1991-01-09,https://www.baseball-reference.com/register/player.fcgi?id=park--000joo
Chang Hyun Song,1989-08-17,https://www.baseball-reference.com/register/player.fcgi?id=song--001cha
Chang Sik Song,1985-03-25,https://www.baseball-reference.com/register/player.fcgi?id=song--000cha
Jeremy Hazelbaker,1987-08-14,https://www.baseball-reference.com/register/player.fcgi?id=hazelb001jer
Jae Ho Hong,1987-05-10,https://www.baseball-reference.com/register/player.fcgi?id=hong--000jae
Yi Jun Kang,1998-04-07,https://www.baseball-reference.com/register/player.fcgi?id=yang--000yi-
Yun Dong Kim,1993-04-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---003yoo
Bum Ho Lee,1981-11-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---001bum
In Haeng Lee,1991-06-30,https://www.baseball-reference.com/register/player.fcgi?id=lee---001in-
Ki Jun Lim,1991-10-08,https://www.baseball-reference.com/register/player.fcgi?id=yim---000ki-
Jacob Turner,1991-05-21,https://www.baseball-reference.com/register/player.fcgi?id=turner002jac
Joe Wieland,1990-01-21,https://www.baseball-reference.com/register/player.fcgi?id=wielan001jos
Hae Jin Yoon,1989-02-25,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000wan
Jae Sin Yu,1987-11-21,https://www.baseball-reference.com/register/player.fcgi?id=yu----001jae
Jo Soo Kim,1986-08-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ji-
Jerry Sands,1987-09-28,https://www.baseball-reference.com/register/player.fcgi?id=sands-002ger
Young Sam Yoon,1992-07-14,https://www.baseball-reference.com/register/player.fcgi?id=yoon--001yeo
Han Uk Cho,1996-12-19,https://www.baseball-reference.com/register/player.fcgi?id=cho---000han
Kun Chong Cho,1990-05-16,https://www.baseball-reference.com/register/player.fcgi?id=cho---000kun
Jin Gon Kim,1987-09-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---017jin
Dae Hyung Lee,1983-07-19,https://www.baseball-reference.com/register/player.fcgi?id=lee---003dae
Jong-hyeok Lee,1997-05-29,https://www.baseball-reference.com/register/player.fcgi?id=lee---016jon
Joon Soo Lee,1988-06-17,https://www.baseball-reference.com/register/player.fcgi?id=lee---002joo
Tommy Joseph,1991-07-16,https://www.baseball-reference.com/register/player.fcgi?id=joseph001tho
Jung-hyun Kang,1995-09-23,https://www.baseball-reference.com/register/player.fcgi?id=kang--001jun
Jae Yul Kim,1989-01-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---022jae
Dong Hyun Lee,1983-01-12,https://www.baseball-reference.com/register/player.fcgi?id=lee---006don
