name_eng,date_of_birth,url
Gyeong-ho Pak,1973-07-19,https://www.baseball-reference.com/register/player.fcgi?id=pak---000gye
Bong-cheol Tong,1970-01-02,https://www.baseball-reference.com/register/player.fcgi?id=tong--000bon
Jake Viano,1973-09-04,https://www.baseball-reference.com/register/player.fcgi?id=viano-001jac
Hyung Bae Yun,1969-04-20,https://www.baseball-reference.com/register/player.fcgi?id=yun---004hye
Hyi-chang Chou,1975-06-13,https://www.baseball-reference.com/register/player.fcgi?id=chou--000hyi
Shawn Hare,1967-03-26,https://www.baseball-reference.com/register/player.fcgi?id=hare--001sha
Hyeong-seong Kim,1976-02-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---007hye
Jae-deok Kim,1973-05-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---003jae
Sang-jin Kim,1977-03-09,https://www.baseball-reference.com/register/player.fcgi?id=kim---005san
Gyeong-bok Lee,1970-11-19,https://www.baseball-reference.com/register/player.fcgi?id=lee---001gye
Jae-beol Pak,1968-09-17,https://www.baseball-reference.com/register/player.fcgi?id=pak---001jae
Soo-hwan Pang,1975-01-17,https://www.baseball-reference.com/register/player.fcgi?id=pang--000soo
Mike Busch,1968-07-07,https://www.baseball-reference.com/register/player.fcgi?id=busch-001mic
Joel Chimelis,1967-07-27,https://www.baseball-reference.com/register/player.fcgi?id=chimel001joe
Yeong-hwan Jeong,1973-04-10,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001yeo
Ki Chang Jung,1970-12-21,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000gi-
Gi-seong Kim,1976-02-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---005gi-
Min-tae Kim,1970-03-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---012min
Gi-seong Ko,1970-06-27,https://www.baseball-reference.com/register/player.fcgi?id=ko----000gi-
Yong-u Kong,1972-08-12,https://www.baseball-reference.com/register/player.fcgi?id=kong--000yon
Jong Woon Lee,1966-04-06,https://www.baseball-reference.com/register/player.fcgi?id=lee---013jon
Jin-soo Shin,1972-02-28,https://www.baseball-reference.com/register/player.fcgi?id=shin--002jin
Scott Coolbaugh,1966-06-13,https://www.baseball-reference.com/register/player.fcgi?id=coolba001sco
Yu-sin Ho,1973-06-03,https://www.baseball-reference.com/register/player.fcgi?id=ho----001yu-
In-ho Jeong,1978-06-06,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000in-
Ho-Bong Ko,1975-06-04,https://www.baseball-reference.com/register/player.fcgi?id=ko----000ho-
Joe Strong,1962-09-09,https://www.baseball-reference.com/register/player.fcgi?id=strong001jos
Tae-won Kim,1964-01-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---018tae
Jun-yong Lee,1974-08-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---004jun
Won-gi Min,1969-07-05,https://www.baseball-reference.com/register/player.fcgi?id=min---000won
Jun Tae Park,1967-02-22,https://www.baseball-reference.com/register/player.fcgi?id=pak---000jun
Doug Brady,1969-11-23,https://www.baseball-reference.com/register/player.fcgi?id=brady-001ste
Yi-hyeon Hong,1978-03-12,https://www.baseball-reference.com/register/player.fcgi?id=hong--001yi-
Ho Jin Jung,1974-01-05,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000ho-
Dae-ho Kang,1974-08-15,https://www.baseball-reference.com/register/player.fcgi?id=kang--000dae
Sang-hyeon Kim,1974-04-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---023san
Yeong-il Kim,1971-03-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---002yeo
Ji-hwan Lee,1971-03-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---002ji-
Yeong-ju Lee,1974-05-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---001yeo
Jae-seong Mun,1974-07-06,https://www.baseball-reference.com/register/player.fcgi?id=mun---000jae
Gwang-ho Na,1977-01-15,https://www.baseball-reference.com/register/player.fcgi?id=na----000gwa
Jeong-hun Pae,1973-12-20,https://www.baseball-reference.com/register/player.fcgi?id=pae---000jeo
Eun-jin Cho,1975-10-28,https://www.baseball-reference.com/register/player.fcgi?id=cho---000eun
Seok-won Ham,1975-07-17,https://www.baseball-reference.com/register/player.fcgi?id=ham---000seo
Myeong-yun Han,1977-09-06,https://www.baseball-reference.com/register/player.fcgi?id=han---000mye
Sin-chang Kang,1974-11-10,https://www.baseball-reference.com/register/player.fcgi?id=kang--000sin
Sang-hyeon Pak,1972-08-18,https://www.baseball-reference.com/register/player.fcgi?id=pak---000san
Dong Soo Shin,1966-10-01,https://www.baseball-reference.com/register/player.fcgi?id=shin--002don
Scott Baker,1970-05-18,https://www.baseball-reference.com/register/player.fcgi?id=baker-001sco
Seung-u Chou,1973-05-27,https://www.baseball-reference.com/register/player.fcgi?id=chou--001seu
Hun Kim,1970-03-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hun
Hyung Suk Kim,1962-08-18,https://www.baseball-reference.com/register/player.fcgi?id=kim---014hye
Sun-cheol Lee,1961-04-18,https://www.baseball-reference.com/register/player.fcgi?id=lee---004sun
Yeong-soo Kang,1965-02-10,https://www.baseball-reference.com/register/player.fcgi?id=kang--001yeo
Sung Hyun Kim,1963-08-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---034seo
Seung-Hwan Ko,1975-06-07,https://www.baseball-reference.com/register/player.fcgi?id=ko----001seu
Han-seong Ku,1970-01-07,https://www.baseball-reference.com/register/player.fcgi?id=ku----000han
Bong-u Lee,1977-07-30,https://www.baseball-reference.com/register/player.fcgi?id=lee---000bon
Sang-ho Lee,1978-04-24,https://www.baseball-reference.com/register/player.fcgi?id=lee---005san
Seong-yeol Na,1972-09-09,https://www.baseball-reference.com/register/player.fcgi?id=na----000seo
Hyeon-yeong Pak,1968-08-30,https://www.baseball-reference.com/register/player.fcgi?id=pak---001hye
Chul Woo Park,1964-04-12,https://www.baseball-reference.com/register/player.fcgi?id=pak---004che
Seok-gwon Yun,1975-03-21,https://www.baseball-reference.com/register/player.fcgi?id=yun---000seo
Seok-hyi Chang,1974-05-08,https://www.baseball-reference.com/register/player.fcgi?id=chang-000seo
Pyeong-ho Choo,1973-02-08,https://www.baseball-reference.com/register/player.fcgi?id=choo--000pye
Cheol-min Chou,1972-05-03,https://www.baseball-reference.com/register/player.fcgi?id=chou--000che
Bong-young Kim,1973-02-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---003bon
Byeong-jo Kim,1969-05-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---003bye
Dong-uk Lee,1977-08-01,https://www.baseball-reference.com/register/player.fcgi?id=lee---010don
Geon-yeol Lee,1963-04-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---005geo
Chul-woong Park,1970-04-15,https://www.baseball-reference.com/register/player.fcgi?id=park--000chu
Jin-seong Chang,1972-10-20,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jin
Sun-jae Chang,1974-06-27,https://www.baseball-reference.com/register/player.fcgi?id=chang-000sun
Dae-heon Kim,1972-06-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---000dae
Jae-seong Kim,1969-05-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---017jae
Jeong-yun Kim,1974-03-18,https://www.baseball-reference.com/register/player.fcgi?id=kim---009jeo
Seong-han Kim,1971-04-17,https://www.baseball-reference.com/register/player.fcgi?id=kim---011seo
Yong-seon Kim,1970-08-09,https://www.baseball-reference.com/register/player.fcgi?id=kim---011yon
Eun-seung Lee,1971-02-12,https://www.baseball-reference.com/register/player.fcgi?id=lee---000eun
Gang-don Lee,1961-02-27,https://www.baseball-reference.com/register/player.fcgi?id=lee---002gan
Sang-jin No,1974-04-26,https://www.baseball-reference.com/register/player.fcgi?id=no----000san
Jung-seok Oh,1973-08-05,https://www.baseball-reference.com/register/player.fcgi?id=oh----001jun
Myeong-seong An,1973-08-17,https://www.baseball-reference.com/register/player.fcgi?id=an----001mye
Hwa-seon Chi,1970-05-10,https://www.baseball-reference.com/register/player.fcgi?id=chi---001hwa
In-seon Chou,1971-07-10,https://www.baseball-reference.com/register/player.fcgi?id=chou--000in-
Deuk-in Ha,1966-10-09,https://www.baseball-reference.com/register/player.fcgi?id=ha----002deu
Byeong-cheol Kim,1972-04-01,https://www.baseball-reference.com/register/player.fcgi?id=kim---000bye
Dong-hyeon Kim,1977-04-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---004don
Hyeong-nam Kim,1973-06-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---006hye
Sang-guk Kim,1963-04-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---011san
Seong-tae Kim,1971-10-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---020seo
Ui-sik Kong,1970-09-20,https://www.baseball-reference.com/register/player.fcgi?id=kong--000ui-
Gi-beom Kye,1970-12-29,https://www.baseball-reference.com/register/player.fcgi?id=kye---000gi-
Deuk-soo Lee,1978-04-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---000deu
Gyeong-ho Lee,1973-09-07,https://www.baseball-reference.com/register/player.fcgi?id=lee---002gye
Jong-u No,1969-08-29,https://www.baseball-reference.com/register/player.fcgi?id=no----000jon
Seong-jin Paek,1968-04-09,https://www.baseball-reference.com/register/player.fcgi?id=paek--000seo
Sang-yun Shin,1972-03-22,https://www.baseball-reference.com/register/player.fcgi?id=shin--000san
Deok-gyu Yun,1963-02-25,https://www.baseball-reference.com/register/player.fcgi?id=yun---000deo
Dong-cheol Cha,1963-01-27,https://www.baseball-reference.com/register/player.fcgi?id=cha---000don
Hyeong-hyeon Chou,1972-03-28,https://www.baseball-reference.com/register/player.fcgi?id=chou--000hye
Jong Hwa Jun,1965-08-10,https://www.baseball-reference.com/register/player.fcgi?id=jun---001jon
Geon-u Kim,1963-08-30,https://www.baseball-reference.com/register/player.fcgi?id=kim---001geo
Chan Yub Roh,1965-01-15,https://www.baseball-reference.com/register/player.fcgi?id=no----000cha
Chang-soo Shin,1974-04-25,https://www.baseball-reference.com/register/player.fcgi?id=shin--000cha
In-ho Song,1968-12-27,https://www.baseball-reference.com/register/player.fcgi?id=song--000in-
In-soo Yun,1974-04-12,https://www.baseball-reference.com/register/player.fcgi?id=yun---000in-
Seung-ik Chang,1976-06-11,https://www.baseball-reference.com/register/player.fcgi?id=chang-000seu
Bong-seok Jun,1968-02-28,https://www.baseball-reference.com/register/player.fcgi?id=jun---000bon
Sang-hyeon Kim,1968-04-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---014san
Sang-beon Lee,1970-03-05,https://www.baseball-reference.com/register/player.fcgi?id=lee---015san
Hyeong-seok Lim,1968-01-29,https://www.baseball-reference.com/register/player.fcgi?id=lim---000hye
Bu-seong Pak,1976-05-10,https://www.baseball-reference.com/register/player.fcgi?id=pak---000bu-
Hak Kil Yoon,1961-07-04,https://www.baseball-reference.com/register/player.fcgi?id=yun---000hak
Gil-nam Hong,1971-02-24,https://www.baseball-reference.com/register/player.fcgi?id=hong--000gil
Il-gwon Hwang,1969-06-09,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000il-
Hyeong-seok Kang,1968-01-07,https://www.baseball-reference.com/register/player.fcgi?id=kang--001hye
Do-gyun Kim,1974-10-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---000do-
Do-hyeong Kim,1974-04-24,https://www.baseball-reference.com/register/player.fcgi?id=kim---001do-
Hwan-jo Kim,1974-02-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hwa
Bo-hyeong Lee,1972-04-06,https://www.baseball-reference.com/register/player.fcgi?id=lee---001bo-
Jeong Hoon Lee,1963-08-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---008jeo
Sang-yeong So,1973-10-29,https://www.baseball-reference.com/register/player.fcgi?id=so----001san
Dae-su Byeon,1975-01-18,https://www.baseball-reference.com/register/player.fcgi?id=byeon-000dae
Jeong-sun Chang,1964-08-01,https://www.baseball-reference.com/register/player.fcgi?id=chang-002jeo
Han-rim Chou,1971-11-15,https://www.baseball-reference.com/register/player.fcgi?id=chou--001han
Hyeong-seok Jang,1976-06-06,https://www.baseball-reference.com/register/player.fcgi?id=jang--001hye
Hyi-seong Lee,1966-05-02,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hyi
Man Soo Lee,1958-09-19,https://www.baseball-reference.com/register/player.fcgi?id=lee---002man
Geun-yeong Pak,1973-08-02,https://www.baseball-reference.com/register/player.fcgi?id=pak---000geu
Se-jun An,1974-12-12,https://www.baseball-reference.com/register/player.fcgi?id=an----000se-
Sang-bong Chin,1965-04-06,https://www.baseball-reference.com/register/player.fcgi?id=chin--000san
Dai Hwa Han,1960-07-08,https://www.baseball-reference.com/register/player.fcgi?id=han---000dae
Gi-cheol Han,1969-06-20,https://www.baseball-reference.com/register/player.fcgi?id=han---001gi-
Ik-hyi Han,1974-08-09,https://www.baseball-reference.com/register/player.fcgi?id=han---000ik-
Jong-pil Kang,1967-02-28,https://www.baseball-reference.com/register/player.fcgi?id=kang--000jon
Hyeong-ju Kim,1977-08-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---018hye
Jin-cheol Kim,1972-12-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---000jin
Mi-ho Kim,1967-10-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---000mi-
Min-guk Kim,1972-05-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---006min
Seok-gi Kim,1967-10-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---021seo
Seung-nam Kim,1972-06-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---003seu
Gyeong-tae Lee,1974-02-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---006gye
Jong Doo Lee,1962-04-05,https://www.baseball-reference.com/register/player.fcgi?id=lee---009jon
Jong-soo Lim,1973-12-02,https://www.baseball-reference.com/register/player.fcgi?id=lim---000jon
Ji-hwan Pak,1969-10-20,https://www.baseball-reference.com/register/player.fcgi?id=pak---001ji-
No-jun Pak,1962-10-26,https://www.baseball-reference.com/register/player.fcgi?id=pak---001no-
Seong-jin Pak,1972-07-09,https://www.baseball-reference.com/register/player.fcgi?id=pak---001seo
Gyeong-ha Kim,1970-10-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---001gye
Byeong-hun Lee,1967-05-17,https://www.baseball-reference.com/register/player.fcgi?id=lee---002bye
Min-ho Lee,1970-08-25,https://www.baseball-reference.com/register/player.fcgi?id=lee---002min
Yong-hun Lee,1975-12-14,https://www.baseball-reference.com/register/player.fcgi?id=lee---003yon
Byeong-ho Pak,1970-07-09,https://www.baseball-reference.com/register/player.fcgi?id=pak---000bye
Seung-jin Wu,1973-08-10,https://www.baseball-reference.com/register/player.fcgi?id=wu----000seu
Hoe-yeol Yang,1971-09-09,https://www.baseball-reference.com/register/player.fcgi?id=yang--000hoe
Jong-soo Aum,1973-07-09,https://www.baseball-reference.com/register/player.fcgi?id=aum---000jon
Dae-yeon Hwang,1967-07-20,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000dae
Bong-soo Kang,1971-12-09,https://www.baseball-reference.com/register/player.fcgi?id=kang--001bon
Ju-seong Kim,1972-05-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---006ju-
Yeong-jin Kim,1976-12-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---003yeo
Eun-jin Pak,1964-09-27,https://www.baseball-reference.com/register/player.fcgi?id=pak---001eun
Ji-sang Pak,1975-05-19,https://www.baseball-reference.com/register/player.fcgi?id=pak---000ji-
Dong-gi Kim,1964-03-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---011don
Meong-man Kim,1976-03-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---000meo
Byeong-chan Kwak,1971-07-15,https://www.baseball-reference.com/register/player.fcgi?id=kwak--000bye
Jong Ho Lee,1967-02-15,https://www.baseball-reference.com/register/player.fcgi?id=lee---010jon
Seong-ju Lim,1965-05-02,https://www.baseball-reference.com/register/player.fcgi?id=lim---002seo
Yeong-cheol Son,1972-12-27,https://www.baseball-reference.com/register/player.fcgi?id=son---000yeo
Yun-gi Yang,1974-05-22,https://www.baseball-reference.com/register/player.fcgi?id=yang--000yun
Gyu-ha Chou,1970-10-10,https://www.baseball-reference.com/register/player.fcgi?id=chou--000gyu
Sam-heum Jeong,1961-11-05,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000sam
Jun-gi Kang,1973-04-28,https://www.baseball-reference.com/register/player.fcgi?id=kang--000jun
Do-wan Kim,1971-10-27,https://www.baseball-reference.com/register/player.fcgi?id=kim---002do-
Jeong-han Kim,1976-11-08,https://www.baseball-reference.com/register/player.fcgi?id=kim---001jeo
Jung-hoon Kim,1976-05-05,https://www.baseball-reference.com/register/player.fcgi?id=kim---009jun
Ki-duk Kim,1968-07-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---003ki-
Ki-jin Kim,1977-07-04,https://www.baseball-reference.com/register/player.fcgi?id=kim---004ki-
Tae-min Kim,1971-10-09,https://www.baseball-reference.com/register/player.fcgi?id=kim---009tae
Ho-gyun Lee,1977-09-18,https://www.baseball-reference.com/register/player.fcgi?id=lee---000ho-
U-soo Lee,1972-04-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---000u-s
Eun-u Pak,1971-11-19,https://www.baseball-reference.com/register/player.fcgi?id=pak---000eun
Yeong-jun Han,1962-11-14,https://www.baseball-reference.com/register/player.fcgi?id=han---000yeo
Hak-soo Jeong,1977-12-01,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hak
Min Ho Kim,1961-04-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---011min
Ok-il Kim,1972-11-14,https://www.baseball-reference.com/register/player.fcgi?id=kim---000ok-
Seon-il Kim,1965-08-02,https://www.baseball-reference.com/register/player.fcgi?id=kim---025seo
Tae-hyeong Kim,1972-04-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---008tae
Young-bok Kim,1973-03-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---004you
Jae-gwang Kwon,1971-04-27,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000jae
Yeong-jin Kwon,1968-03-15,https://www.baseball-reference.com/register/player.fcgi?id=kwon--003yeo
Jae-seop Lee,1976-12-23,https://www.baseball-reference.com/register/player.fcgi?id=lee---004jae
Dong-bae Yun,1966-03-03,https://www.baseball-reference.com/register/player.fcgi?id=yun---000don
Yong-hee Choi,1972-04-22,https://www.baseball-reference.com/register/player.fcgi?id=choi--002yon
Jae-ho Hong,1974-02-02,https://www.baseball-reference.com/register/player.fcgi?id=hong--001jae
Yeong-soo Kang,1973-06-19,https://www.baseball-reference.com/register/player.fcgi?id=kang--000yeo
Jeon-jin Lee,1972-11-14,https://www.baseball-reference.com/register/player.fcgi?id=lee---000jeo
Won-seong Ma,1974-04-16,https://www.baseball-reference.com/register/player.fcgi?id=ma----000won
Cheol-sun Pak,1956-03-12,https://www.baseball-reference.com/register/player.fcgi?id=pak---003che
Seok-an Pak,1972-04-20,https://www.baseball-reference.com/register/player.fcgi?id=pak---000seo
Seok-yeong Seo,1972-04-30,https://www.baseball-reference.com/register/player.fcgi?id=seo---000seo
Joon-hong Yeo,1976-04-05,https://www.baseball-reference.com/register/player.fcgi?id=yeo---000joo
Gi-soo Yun,1971-03-19,https://www.baseball-reference.com/register/player.fcgi?id=yun---001gi-
Sang-uk Cha,1972-04-07,https://www.baseball-reference.com/register/player.fcgi?id=cha---000san
Han-gyeong Chou,1974-11-20,https://www.baseball-reference.com/register/player.fcgi?id=chou--000han
Gwang-cheon Hong,1972-06-22,https://www.baseball-reference.com/register/player.fcgi?id=hong--000gwa
Ki Woong Kang,1964-02-25,https://www.baseball-reference.com/register/player.fcgi?id=kang--000gi-
Heon-soo Kim,1977-09-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---000heo
Kyung-ho Kim,1963-04-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---002kyu
Jung-hwa Lee,1964-02-11,https://www.baseball-reference.com/register/player.fcgi?id=lee---008jun
Tae-il Lee,1967-04-09,https://www.baseball-reference.com/register/player.fcgi?id=lee---005tae
Chae-yeong Lim,1971-08-07,https://www.baseball-reference.com/register/player.fcgi?id=lim---002cha
Seon-il Pak,1966-07-22,https://www.baseball-reference.com/register/player.fcgi?id=pak---003seo
Seong-pil Shin,1976-08-17,https://www.baseball-reference.com/register/player.fcgi?id=shin--000seo
Jeong-min Chin,1977-05-18,https://www.baseball-reference.com/register/player.fcgi?id=chin--000jeo
Hyo-seop Kang,1973-11-16,https://www.baseball-reference.com/register/player.fcgi?id=kang--000hyo
Hong-gyu Kil,1965-03-31,https://www.baseball-reference.com/register/player.fcgi?id=kil---000hon
Jeong-soo Kim,1972-11-16,https://www.baseball-reference.com/register/player.fcgi?id=kim---007jeo
Seong Kim,1971-08-10,https://www.baseball-reference.com/register/player.fcgi?id=kim---006seo
Gun-ok Lee,1971-12-27,https://www.baseball-reference.com/register/player.fcgi?id=lee---000gun
Jin-hyi Oh,1974-08-19,https://www.baseball-reference.com/register/player.fcgi?id=oh----000jin
Soo-cheol Sok,1973-04-25,https://www.baseball-reference.com/register/player.fcgi?id=sok---000soo
Tae-il Song,1970-04-05,https://www.baseball-reference.com/register/player.fcgi?id=song--000tae
Myeong-seon Yu,1965-09-03,https://www.baseball-reference.com/register/player.fcgi?id=yu----000mye
Jae-ho Yun,1967-03-06,https://www.baseball-reference.com/register/player.fcgi?id=yun---001jae
Seong-ryong Jeong,1964-05-19,https://www.baseball-reference.com/register/player.fcgi?id=jeong-006seo
Seong-cheol Jun,1969-09-07,https://www.baseball-reference.com/register/player.fcgi?id=jun---000seo
Dae-seong Kang,1971-05-09,https://www.baseball-reference.com/register/player.fcgi?id=kang--001dae
Sang-hun Kim,1960-07-06,https://www.baseball-reference.com/register/player.fcgi?id=kim---013san
Seong Han Kim,1958-05-18,https://www.baseball-reference.com/register/player.fcgi?id=kim---031seo
Tae-dong Kim,1970-12-12,https://www.baseball-reference.com/register/player.fcgi?id=kim---002tae
Hyi-soo Mun,1965-03-15,https://www.baseball-reference.com/register/player.fcgi?id=mun---001hyi
Sang-gyu Nam,1972-10-09,https://www.baseball-reference.com/register/player.fcgi?id=nam---000san
Gi-taek Pak,1968-11-10,https://www.baseball-reference.com/register/player.fcgi?id=pak---002gi-
Dong Yol Sun,1963-01-10,https://www.baseball-reference.com/register/player.fcgi?id=sun---001don
Jin-u Yu,1972-11-24,https://www.baseball-reference.com/register/player.fcgi?id=yu----000jin
Jeong-pil Chin,1966-02-10,https://www.baseball-reference.com/register/player.fcgi?id=chin--001jeo
Ui-seong Jeong,1972-08-30,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001ui-
Jeong-gil Kang,1962-07-25,https://www.baseball-reference.com/register/player.fcgi?id=kang--001jeo
Il-hun Kim,1973-02-28,https://www.baseball-reference.com/register/player.fcgi?id=kim---003il-
Il-hyeok Kim,1970-01-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---007il-
Wong-geun Kim,1968-04-07,https://www.baseball-reference.com/register/player.fcgi?id=kim---004won
Guk-seong Lee,1965-12-28,https://www.baseball-reference.com/register/player.fcgi?id=lee---000guk
Sang-u Kim,1975-08-25,https://www.baseball-reference.com/register/player.fcgi?id=kim---009san
Yeong-jik Kim,1960-09-26,https://www.baseball-reference.com/register/player.fcgi?id=kim---010yeo
Dong-u Lee,1975-04-20,https://www.baseball-reference.com/register/player.fcgi?id=lee---009don
Ung Na,1967-01-11,https://www.baseball-reference.com/register/player.fcgi?id=na----000ung
Hyi-ju Oh,1968-07-02,https://www.baseball-reference.com/register/player.fcgi?id=oh----000hyi
Hyo-in Seo,1962-02-06,https://www.baseball-reference.com/register/player.fcgi?id=seo---000hyo
Chan Yun,1967-10-17,https://www.baseball-reference.com/register/player.fcgi?id=yun---000cha
Seong-ok Cho,1961-08-25,https://www.baseball-reference.com/register/player.fcgi?id=cho---004seo
Kyung-hwan Kim,1970-07-11,https://www.baseball-reference.com/register/player.fcgi?id=kim---003kyu
Seong-beom Ko,1974-09-13,https://www.baseball-reference.com/register/player.fcgi?id=ko----000seo
Gi-bok Pak,1971-01-16,https://www.baseball-reference.com/register/player.fcgi?id=pak---000gi-
Jong-seong Yang,1976-10-02,https://www.baseball-reference.com/register/player.fcgi?id=yang--001jon
Ho-yeon Chang,1960-05-05,https://www.baseball-reference.com/register/player.fcgi?id=chang-001ho-
Jong-seong Kim,1969-07-23,https://www.baseball-reference.com/register/player.fcgi?id=kim---013jon
Yeong-cheol Na,1971-10-30,https://www.baseball-reference.com/register/player.fcgi?id=na----000yeo
Jae-yong Song,1972-03-14,https://www.baseball-reference.com/register/player.fcgi?id=song--002jae
Myeong-cheol Song,1970-05-01,https://www.baseball-reference.com/register/player.fcgi?id=song--000mye
Sung Gap Kim,1962-05-03,https://www.baseball-reference.com/register/player.fcgi?id=kim---027seo
Yong Gook Kim,1962-06-21,https://www.baseball-reference.com/register/player.fcgi?id=kim---006yon
San-gil Park,1976-07-30,https://www.baseball-reference.com/register/player.fcgi?id=park--008san
Jeong-min Seo,1969-10-10,https://www.baseball-reference.com/register/player.fcgi?id=seo---003jeo
Myeong-jin To,1972-12-24,https://www.baseball-reference.com/register/player.fcgi?id=to----000mye
Won-geun Won,1967-03-02,https://www.baseball-reference.com/register/player.fcgi?id=won---000won
Tae-gu Yo,1964-12-10,https://www.baseball-reference.com/register/player.fcgi?id=yo----000tae
Yun-ho An,1972-03-23,https://www.baseball-reference.com/register/player.fcgi?id=an----000yun
Chan-uk Chou,1972-01-18,https://www.baseball-reference.com/register/player.fcgi?id=chou--001cha
Hong-ju Chou,1970-04-23,https://www.baseball-reference.com/register/player.fcgi?id=chou--000hon
Sam Young Huh,1972-06-08,https://www.baseball-reference.com/register/player.fcgi?id=heo---000sam
Du-gon Kang,1969-04-29,https://www.baseball-reference.com/register/player.fcgi?id=kang--000du-
Tae-yun Kang,1965-09-15,https://www.baseball-reference.com/register/player.fcgi?id=kang--001tae
Jong-cheol Pak,1971-10-12,https://www.baseball-reference.com/register/player.fcgi?id=pak---000jon
Hyeok Yun,1967-05-22,https://www.baseball-reference.com/register/player.fcgi?id=yun---003hye
Chae-geun Chang,1964-03-28,https://www.baseball-reference.com/register/player.fcgi?id=chang-000cha
Han-cheol Cho,1970-08-17,https://www.baseball-reference.com/register/player.fcgi?id=cho---002han
Sang-do Ha,1972-06-07,https://www.baseball-reference.com/register/player.fcgi?id=ha----000san
Hyeok Su Han,1970-10-11,https://www.baseball-reference.com/register/player.fcgi?id=han---000hye
Yong Jang,1977-02-25,https://www.baseball-reference.com/register/player.fcgi?id=jang--000yon
Hak-won Jeong,1968-08-03,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002hak
Chun-seop Noh,1968-08-05,https://www.baseball-reference.com/register/player.fcgi?id=noh---000chu
Geuk-cheon Pang,1969-03-19,https://www.baseball-reference.com/register/player.fcgi?id=pang--000geu
Kyung Sik Shin,1961-08-19,https://www.baseball-reference.com/register/player.fcgi?id=shin--002gye
Yun-seok Chi,1974-04-03,https://www.baseball-reference.com/register/player.fcgi?id=chi---000yun
Jae-yeong Chou,1971-08-05,https://www.baseball-reference.com/register/player.fcgi?id=chou--001jae
Sin Kim,1971-03-15,https://www.baseball-reference.com/register/player.fcgi?id=kim---000sin
Hun Pae,1972-12-16,https://www.baseball-reference.com/register/player.fcgi?id=pae---000hun
Seung-cheol Yang,1973-04-04,https://www.baseball-reference.com/register/player.fcgi?id=yang--005seu
Hwa-dong Chi,1967-01-20,https://www.baseball-reference.com/register/player.fcgi?id=chi---000hwa
Bae-jin Gil,1971-10-19,https://www.baseball-reference.com/register/player.fcgi?id=gil---000bae
