Id,URL,Player,Age,Born,Position,BatThrow,HtWt,Career,Draft,Season,Team,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,20,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1991,태평양,2.25,3,0,0,0,0,0,0,-,16,4,3,1,1,0,3,1,1
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,21,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1992,태평양,5.47,20,1,0,7,9,0,0,0.438,474,107,128,10,47,4,49,69,65
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,22,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1993,태평양,3.36,25,5,0,7,6,3,0,0.538,521,128 2/3,111,9,34,3,57,51,48
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,23,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1994,태평양,5.03,11,0,0,1,0,0,0,1,154,34,44,3,8,1,15,21,19
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,24,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1995,태평양,5.01,23,3,1,4,7,0,0,0.364,415,97,109,11,23,1,55,59,54
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,25,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1996,현대,3.38,44,0,0,8,6,6,0,0.571,538,133 1/3,111,10,31,10,93,59,50
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,26,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1997,현대,5.92,36,0,0,4,0,0,0,1,298,65 1/3,80,11,22,3,38,46,43
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,27,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1998,쌍방울,4.24,20,0,0,1,3,1,0,0.25,162,40 1/3,36,4,8,4,18,20,19
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,28,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,1999,쌍방울,5.66,57,0,0,0,10,4,0,0,529,116,130,19,48,14,82,78,73
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,29,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,2000,SK,7.48,15,0,0,0,0,0,0,-,101,21 2/3,32,7,4,1,16,18,18
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,30,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,2001,KIA,5.93,20,0,0,1,2,1,0,0.333,185,41,46,8,17,3,24,32,27
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,31,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,2002,KIA,2.52,13,0,0,1,0,0,1,1,115,25,32,2,8,2,18,11,7
90312,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90312,가내영,32,1971-03-29,P,R/R,182cm/76kg,제물포고-태평양-현대-쌍방울-SK-해태-KIA,,2003,KIA,7.71,4,0,0,0,0,0,0,-,22,4 2/3,7,0,0,1,3,4,4
50640,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=50640,가뇽,30,1990-06-26,P,R/R,193cm/97kg,미국 Liberty(고)-미국 California State(대)-KIA,20 KIA 자유선발,2020,KIA,4.34,28,0,0,11,8,0,0,0.579,702,159 2/3,162,7,64,9,141,86,77
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,23,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1992,롯데,6.82,15,0,0,1,0,0,0,1,140,30 1/3,30,3,20,1,16,25,23
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,24,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1993,롯데,3.29,25,0,0,1,5,0,0,0.167,217,52,43,1,24,2,37,20,19
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,25,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1994,롯데,4.28,27,2,0,8,14,0,0,0.364,682,162,160,11,65,6,83,81,77
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,26,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1995,롯데,4.1,39,0,0,7,4,3,0,0.636,407,96 2/3,79,8,40,9,74,52,44
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,27,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1996,롯데,3.93,26,0,0,1,1,0,0,0.5,222,50 1/3,49,9,25,2,27,27,22
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,28,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1997,롯데,5.71,41,0,0,1,4,1,0,0.2,190,41,50,3,19,2,24,27,26
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,29,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1998,롯데,4.13,27,0,0,2,2,1,0,0.5,220,52 1/3,48,5,21,1,30,26,24
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,30,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,1999,롯데,4.38,48,0,0,1,2,1,0,0.333,214,49 1/3,52,5,16,1,34,26,24
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,31,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2000,롯데,5.18,39,0,0,1,2,0,2,0.333,217,48 2/3,48,8,18,5,37,33,28
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,32,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2001,롯데,4.26,58,0,0,1,3,2,9,0.25,227,50 2/3,60,4,15,4,42,31,24
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,33,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2002,롯데,5.61,50,0,0,0,2,0,8,0,116,25 2/3,34,5,9,2,15,19,16
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,34,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2003,롯데,5.8,81,0,0,1,1,1,13,0.5,146,35 2/3,32,3,9,4,29,23,23
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,35,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2004,롯데,4.91,65,0,0,3,3,0,12,0.5,175,40 1/3,40,2,21,2,25,23,22
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,36,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2005,롯데,3.52,35,0,0,0,0,1,2,-,89,23,18,0,1,4,21,9,9
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,37,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2006,롯데,5.06,63,0,0,3,3,0,11,0.5,113,26 2/3,23,2,14,0,20,15,15
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,38,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2007,SK,4.02,67,0,0,1,0,0,12,1,166,40 1/3,35,2,14,3,21,18,18
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,39,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2008,SK,5.51,60,0,0,4,3,1,8,0.571,152,32 2/3,42,5,9,3,24,24,20
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,40,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2009,SK,6.75,13,0,0,0,0,0,0,-,35,8,7,2,5,0,3,6,6
92501,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=92501,가득염,41,1969-10-01,P,L/L,184cm/82kg,대동초-충남중-대전고-동국대-롯데-SK,,2010,SK,4.41,21,0,0,0,0,0,1,-,71,16 1/3,14,1,10,0,12,9,8
55460,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=55460,가라비토,30,1995-08-19,P,R/R,183cm/100kg,도미니카 Liceo Enedina Puella Renville(고)-삼성,25 삼성 자유선발,2025,삼성,2.64,15,0,0,4,4,0,0,0.5,327,78 1/3,56,6,37,6,84,31,23
70441,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=70441,가르시아,32,1968-05-11,P,R/R,186cm/98kg,미국 리버사이드 커뮤니티대,00 삼성 자유선발,2000,삼성,2.91,13,0,0,2,5,0,1,0.286,237,55 2/3,46,2,20,3,34,26,18
51833,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=51833,가빌리오,31,1990-05-22,P,R/R,185cm/98kg,미국 Ashland(고)-미국 Oregon State(대)-SSG,21 SSG 자유선발,2021,SSG,5.86,15,0,0,6,4,0,0,0.6,351,81 1/3,88,7,30,6,70,54,53
71443,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=71443,갈베스,37,1964-03-31,P,R/R,180cm/107kg,도미니카 푸에르토리코고,01 삼성 자유선발,2001,삼성,2.47,15,5,2,10,4,0,0,0.714,477,116 2/3,100,7,34,8,85,42,32
94419,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=94419,감병훈,23,1971-05-25,P,L/L,185cm/88kg,경북고-단국대,,1994,삼성,0,3,0,0,0,0,0,0,-,6,1 2/3,1,0,0,0,1,0,0
94419,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=94419,감병훈,24,1971-05-25,P,L/L,185cm/88kg,경북고-단국대,,1995,삼성,40.5,2,0,0,0,0,0,0,-,11,1 1/3,5,2,2,0,2,6,6
94419,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=94419,감병훈,25,1971-05-25,P,L/L,185cm/88kg,경북고-단국대,,1996,삼성,25.07,8,0,0,0,2,0,0,0,35,4 2/3,9,2,10,2,3,13,13
94419,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=94419,감병훈,26,1971-05-25,P,L/L,185cm/88kg,경북고-단국대,,1997,삼성,6.1,7,0,0,0,0,1,0,-,49,10 1/3,11,0,7,0,5,8,7
94419,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=94419,감병훈,27,1971-05-25,P,L/L,185cm/88kg,경북고-단국대,,1998,삼성,13.5,3,0,0,0,0,0,0,-,11,2,3,0,3,0,1,3,3
94419,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=94419,감병훈,28,1971-05-25,P,L/L,185cm/88kg,경북고-단국대,,1999,삼성,20.25,7,0,0,0,0,0,0,-,23,4,5,2,7,0,2,9,9
55532,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=55532,감보아,28,1997-01-17,P,S/L,185cm/92kg,미국 Fresno City(대)-롯데,25 롯데 자유선발,2025,롯데,3.58,19,0,0,7,8,0,0,0.467,475,108,97,6,49,4,117,54,43
82904,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=82904,감사용,25,1957-03-23,P,L/L,,인천전문대,,1982,삼미,6.46,41,1,0,1,14,1,0,0.067,615,133 2/3,179,25,46,2,23,106,96
82904,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=82904,감사용,26,1957-03-23,P,L/L,,인천전문대,,1983,삼미,2.92,6,0,0,0,0,0,0,-,51,12 1/3,12,1,4,0,6,6,4
82904,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=82904,감사용,27,1957-03-23,P,L/L,,인천전문대,,1984,삼미,0,1,0,0,0,0,0,0,-,9,2 1/3,2,0,1,0,0,0,0
82904,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=82904,감사용,28,1957-03-23,P,L/L,,인천전문대,,1985,청보,6.46,12,0,0,0,1,0,0,0,141,30 2/3,42,5,8,3,17,23,22
82904,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=82904,감사용,29,1957-03-23,P,L/L,,인천전문대,,1986,OB,3,1,0,0,0,0,0,0,-,12,3,3,1,0,0,1,1,1
53006,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=53006,강건,19,2004-07-12,P,R/R,183cm/85kg,원일초(영통구리틀)-매향중-장안고,23 KT 11라운드 110순위,2023,KT,1.35,4,0,0,0,0,1,0,-,28,6 2/3,4,0,3,0,8,1,1
53006,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=53006,강건,20,2004-07-12,P,R/R,183cm/85kg,원일초(영통구리틀)-매향중-장안고,23 KT 11라운드 110순위,2024,KT,11.25,4,0,0,0,1,0,0,0,24,4,8,1,4,1,3,5,5
53006,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=53006,강건,21,2004-07-12,P,R/R,183cm/85kg,원일초(영통구리틀)-매향중-장안고,23 KT 11라운드 110순위,2025,KT,24.55,2,0,0,0,1,0,0,0,26,3 2/3,7,1,7,1,1,10,10
75259,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=75259,강관식,24,1981-04-12,P,L/L,177cm/65kg,공주고-성균관대,,2005,두산,-,1,0,0,0,0,0,0,-,1,0,1,0,0,0,0,0,0
88275,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=88275,강규성,20,1969-03-25,P,R/R,,동대문상고,,1989,OB,3.86,3,0,0,0,0,0,0,-,32,7,7,1,5,0,1,3,3
88275,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=88275,강규성,21,1969-03-25,P,R/R,,동대문상고,,1990,OB,4.65,12,0,0,1,3,0,0,0.25,216,50 1/3,44,2,37,0,22,27,26
88275,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=88275,강규성,25,1969-03-25,P,R/R,,동대문상고,,1994,OB,4.5,1,0,0,0,0,0,0,-,8,2,1,1,1,0,1,1,1
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,23,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1991,쌍방울,4.5,34,5,0,8,13,1,0,0.381,747,168,164,16,94,15,73,95,84
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,24,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1992,쌍방울,4.8,33,2,1,5,14,1,0,0.263,606,137,139,18,70,9,75,85,73
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,25,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1993,쌍방울,5.02,31,3,0,7,11,1,0,0.389,595,136 1/3,125,10,76,10,61,79,76
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,26,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1994,OB,4.59,23,0,0,1,8,0,0,0.111,308,68 2/3,59,5,42,7,38,46,35
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,27,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1995,OB,3.97,24,0,0,2,1,6,0,0.667,183,45 1/3,35,5,11,2,27,20,20
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,28,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1996,OB,3.35,41,0,0,2,4,2,0,0.333,336,80 2/3,72,5,21,4,54,33,30
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,29,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1997,OB,4.46,39,0,0,1,0,4,0,1,294,66 2/3,67,6,30,4,42,41,33
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,30,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1998,OB,16.2,2,0,0,0,0,0,0,-,17,3 1/3,4,3,2,1,2,6,6
91821,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91821,강길용,31,1968-10-14,P,R/R,175cm/68kg,광주제일고-동국대-쌍방울,,1999,두산,14.44,10,0,0,0,1,0,0,0,81,14 1/3,31,4,6,0,10,25,23
90613,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90613,강대성,19,1971-05-09,P,R/R,,광주상고,,1990,해태,4.91,7,0,0,0,0,0,0,-,49,11,10,0,6,1,2,6,6
90613,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90613,강대성,20,1971-05-09,P,R/R,,광주상고,,1991,해태,0,1,0,0,0,0,0,0,-,5,1,2,0,0,0,0,0,0
90613,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90613,강대성,23,1971-05-09,P,R/R,,광주상고,,1994,해태,16.62,2,0,0,0,0,0,0,-,24,4 1/3,11,2,0,1,2,8,8
90613,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90613,강대성,24,1971-05-09,P,R/R,,광주상고,,1995,해태,0,1,0,0,0,0,0,0,-,3,1,0,0,0,0,0,0,0
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,21,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2013,두산,0,1,0,0,0,0,0,0,-,7,2,1,0,0,0,1,1,0
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,22,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2014,두산,27,1,0,0,0,0,0,0,-,8,1,5,1,0,0,3,3,3
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,24,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2016,두산,8.22,11,0,0,0,0,0,0,-,36,7 2/3,9,2,6,0,6,8,7
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,26,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2018,두산,5.4,8,0,0,1,0,0,0,1,49,11 2/3,10,2,5,0,5,8,7
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,27,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2019,두산,5.4,5,0,0,0,0,0,0,-,22,5,8,2,0,0,3,3,3
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,28,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2020,NC,6,22,0,0,1,2,0,1,0.333,106,24,27,3,11,1,17,17,16
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,29,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2021,NC,7.83,12,0,0,3,2,0,1,0.6,109,23,25,4,14,0,14,21,20
61295,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=61295,강동연,30,1992-12-18,P,R/R,195cm/94kg,진북초-덕수중-유신고-두산-상무-두산-NC,11 두산 육성선수,2022,NC,10.38,6,0,0,0,0,0,0,-,44,8 2/3,16,2,3,1,3,10,10
67591,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=67591,강동호,23,1994-04-21,P,R/R,189cm/118kg,신원초-영남중-배재고-원광대-롯데-상무-롯데,17 롯데 2차 3라운드 23순위,2017,롯데,4.79,27,0,0,2,1,0,0,0.667,178,41 1/3,43,8,16,1,26,24,22
67591,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=67591,강동호,26,1994-04-21,P,R/R,189cm/118kg,신원초-영남중-배재고-원광대-롯데-상무-롯데,17 롯데 2차 3라운드 23순위,2020,롯데,7.36,7,0,0,1,0,0,0,1,51,11,13,3,6,0,8,9,9
67591,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=67591,강동호,27,1994-04-21,P,R/R,189cm/118kg,신원초-영남중-배재고-원광대-롯데-상무-롯데,17 롯데 2차 3라운드 23순위,2021,롯데,6.75,1,0,0,0,0,0,0,-,7,1 1/3,1,0,1,1,1,1,1
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,25,1957-02-15,P,R/R,,고려대,,1982,해태,4.44,29,6,0,5,11,1,0,0.313,642,144,152,11,69,10,86,93,71
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,26,1957-02-15,P,R/R,,고려대,,1983,해태,2.78,22,1,1,6,4,0,0,0.6,387,94,83,5,22,5,51,42,29
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,27,1957-02-15,P,R/R,,고려대,,1984,해태,3.26,28,3,0,11,4,0,0,0.733,540,129 2/3,124,14,36,7,60,58,47
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,28,1957-02-15,P,R/R,,고려대,,1985,해태,3.31,41,5,2,13,8,0,0,0.619,803,198 2/3,178,22,44,19,63,78,73
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,29,1957-02-15,P,R/R,,고려대,,1986,해태,4.33,19,1,0,4,6,2,0,0.4,331,72 2/3,91,6,25,5,24,39,35
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,30,1957-02-15,P,R/R,,고려대,,1987,빙그레,6.11,5,0,0,2,3,0,0,0.4,119,28,27,5,11,2,4,20,19
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,31,1957-02-15,P,R/R,,고려대,,1988,빙그레,0,2,0,0,0,0,0,0,-,5,1 1/3,0,0,2,0,0,0,0
95906,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=95906,강만식,32,1957-02-15,P,R/R,,고려대,,1989,삼성,7.94,5,0,0,0,1,0,0,0,52,11 1/3,15,2,4,2,4,10,10
90510,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=90510,강민기,20,1970-08-27,P,R/R,,현대공고,,1990,롯데,8.16,9,0,0,0,1,0,0,0,72,14 1/3,21,5,12,0,5,15,13
70531,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=70531,강민영,19,1981-07-04,P,R/R,182cm/76kg,경남고,,2000,롯데,7.88,25,0,0,0,2,0,1,0,183,37 2/3,48,11,19,4,36,34,33
70531,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=70531,강민영,20,1981-07-04,P,R/R,182cm/76kg,경남고,,2001,롯데,6.32,26,0,0,0,5,0,0,0,217,47,52,8,26,3,44,35,33
70531,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=70531,강민영,21,1981-07-04,P,R/R,182cm/76kg,경남고,,2002,롯데,0,3,0,0,0,0,0,0,-,20,4 2/3,2,0,2,3,6,2,0
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,19,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1991,OB,2.67,17,1,0,2,2,0,0,0.5,255,60 2/3,57,4,26,4,23,24,18
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,20,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1992,OB,5.05,18,1,0,1,4,1,0,0.2,301,67 2/3,79,8,25,4,33,39,38
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,21,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1993,OB,3.09,29,5,1,10,9,0,0,0.526,570,139 2/3,124,4,36,8,70,52,48
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,22,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1994,OB,4.27,18,2,0,5,5,0,0,0.5,352,78,93,4,25,12,41,46,37
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,23,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1995,OB,4.6,18,2,0,5,6,0,0,0.455,459,103 2/3,112,12,39,7,50,56,53
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,24,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1996,OB,3.99,25,2,0,7,11,0,0,0.389,518,121 2/3,119,9,45,9,55,63,54
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,25,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1997,OB,3.58,48,0,0,6,5,2,0,0.545,446,103,105,4,37,6,54,48,41
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,26,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1998,OB,3.63,34,2,0,5,10,1,0,0.333,573,134,143,10,40,6,74,57,54
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,27,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,1999,두산,5.21,29,1,0,13,9,0,0,0.591,637,143 1/3,164,19,48,9,92,92,83
91206,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=91206,강병규,28,1972-05-20,P,R/R,185cm/75kg,성남고-두산,,2000,SK,8.44,11,0,0,2,2,0,0,0.5,125,26 2/3,39,7,13,1,7,25,25
93121,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=93121,강봉수,22,1971-12-09,P,L/L,,중앙대,,1993,LG,1.94,45,0,0,5,2,4,0,0.714,332,79,71,2,35,3,41,20,17
93121,https://www.koreabaseball.com/Record/Retire/Pitcher.aspx?playerId=93121,강봉수,23,1971-12-09,P,L/L,,중앙대,,1994,LG,2.61,37,0,0,2,1,4,0,0.667,161,38,35,1,15,1,22,18,11
