stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
143,대구,2021-03-20,9.9,8.3,0654,10.9,1752,,,,,9.0,5.3,6.9,110,0153,5.1,110,0154,2.3,2029,290,8.5,73,0011,92.1,11.2,1006.6,1020.2,0001,1010.4,1744,1013.2,12.1,0.0,1000,0.64,4.12,,,,,,9.4,6.8,10.4,7.0,,,,,,,,,,0.9,1.2,,{비}0440-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1340. {박무}0815-{박무}{강도0}0900-0905. {박무}1040-{박무}{강도1}1200-1450.,
143,대구,2021-03-21,8.8,5.1,2353,11.7,1551,,,,,,,13.4,290,1627,8.7,320,1404,5.3,4536,290,1.4,41,1623,61.5,7.0,1006.6,1018.7,2334,1010.3,0306,1013.2,12.2,8.6,1100,2.55,17.7,,,,,,5.8,3.6,10.2,4.2,,,,,,,,,,3.3,4.7,,,
143,대구,2021-03-22,7.9,3.3,0623,13.0,1503,,,,,,,11.5,290,1437,8.3,290,1649,4.7,4053,290,-3.1,32,1257,46.6,4.9,1013.4,1022.1,2333,1018.0,1544,1020.1,12.2,11.1,1200,3.17,22.65,,,,,,1.6,1.3,10.4,1.4,,,,,,,,,,3.8,5.4,,,
143,대구,2021-03-23,11.4,1.7,0622,20.2,1557,,,,,,,7.4,270,1655,4.9,270,1659,2.2,1910,290,0.6,31,1222,49.4,6.4,1014.3,1023.7,0902,1017.4,1730,1020.9,12.3,11.2,1200,3.07,21.74,,,,,,0.0,0.0,12.8,-5.5,,,,,,,,,,4.0,5.8,,{황사}1140-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-1810.,
143,대구,2021-03-24,11.5,4.3,0646,18.2,1309,,,,,,,4.2,270,1953,2.9,290,2143,1.0,880,340,2.1,30,1347,54.9,7.2,1014.0,1023.8,0944,1017.9,1709,1020.6,12.3,4.1,1200,2.63,14.14,,,,,,6.3,2.1,10.9,-2.8,,,,,,,,,,2.4,3.5,,,
143,대구,2021-03-25,14.1,5.7,0619,22.3,1716,,,,,,,6.7,250,1305,4.5,270,1408,1.6,1404,270,4.0,30,1710,54.0,8.1,1013.7,1022.5,0949,1017.9,1713,1020.2,12.3,11.3,1200,3.08,22.25,,,,,,0.8,0.0,15.5,-1.2,,,,,,,,,,4.1,5.8,,,
143,대구,2021-03-26,15.3,6.7,0633,23.9,1510,,,,,,,6.9,110,1654,5.3,110,1659,1.6,1369,140,4.6,26,1341,52.6,8.5,1014.5,1023.7,0901,1018.0,1603,1021.0,12.4,9.7,1100,3.02,20.31,,,,,,4.0,0.0,16.4,-0.8,,,,,,,,,,3.7,5.4,,,
143,대구,2021-03-27,12.7,6.5,0619,17.1,1338,,,,,10.25,18.4,5.6,110,1128,4.1,140,1012,2.2,1897,140,10.0,57,1205,84.8,12.7,1006.4,1020.9,0026,1003.9,2357,1012.8,12.4,0.1,1100,1.32,6.5,,,,,,9.0,4.1,12.3,0.9,,,,,,,,,,1.2,1.7,,{비}1345-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도1}2400- {박무}1445-{박무}{강도0}1500-1725. {박무}1855-2045. {박무}2105-2355.,
143,대구,2021-03-28,15.8,11.7,2332,20.2,1433,,,,,3.67,6.0,9.9,290,1402,6.9,290,1403,3.1,2690,340,10.5,47,1749,72.9,12.9,996.6,1005.5,2054,999.9,0546,1002.9,12.4,8.2,1400,2.72,18.35,,,,,,4.6,3.8,16.0,7.0,,,,,,,,,,3.4,4.8,,{박무}0105-0150. -{비}-0210. {비}0235-{비}{강도0}0300-0405. {박무}0325-0510.,
143,대구,2021-03-29,15.1,10.9,0121,19.5,1455,,,,,,,10.1,340,1234,6.0,340,1217,3.1,2676,320,4.3,36,1157,51.0,8.5,1000.7,1009.8,2352,1004.3,0336,1007.1,12.5,5.5,1200,2.87,17.93,,,,,,3.4,0.8,13.8,6.1,,,,,,,,,,4.2,6.0,,{박무}0415-{박무}{강도0}0600-0625. {연무}0620- {황사}0640-0645.{황사}{강도2}0900-{황사}{강도2}1200-{황사}{강도1}1500-{황사}{강도1}1800-{황사}{강도1}2100-{황사}{강도0}2400-,
143,대구,2021-03-30,14.6,10.5,2356,21.3,1623,,,,,,,6.3,270,1054,4.5,270,1125,2.6,2224,290,0.4,27,1446,39.5,6.4,1005.0,1014.3,2358,1009.7,0001,1011.5,12.5,9.5,1200,3.23,22.52,,,,,,3.0,1.4,14.1,6.0,,,,,,,,,,4.6,6.6,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-1040.,
143,대구,2021-03-31,13.6,4.7,0612,23.1,1439,,,,,,,9.0,50,2245,5.6,110,1832,2.1,1812,110,4.6,26,1429,58.6,8.6,1008.6,1017.4,2229,1012.0,1534,1015.0,12.5,10.7,1200,3.17,22.76,,,,,,4.4,0.0,16.2,-0.4,,,,,,,,,,4.5,6.5,,,
143,대구,2021-04-01,13.5,9.2,0510,17.7,1246,,,,,,,12.2,90,1335,8.9,90,1318,5.2,4465,110,6.3,43,1631,63.1,9.6,1014.2,1022.5,2236,1017.2,0001,1020.8,12.6,7.3,1200,2.91,17.9,,,,,,7.3,3.8,14.3,6.8,,,,,,,,,,3.9,5.6,,,
143,대구,2021-04-02,14.7,12.2,0456,18.7,1551,,,,,,,10.0,90,0502,7.0,110,0406,4.5,3902,110,9.0,59,1507,69.0,11.5,1014.7,1023.1,1007,1019.2,1806,1021.2,12.6,6.0,1200,2.85,19.59,,,,,,7.6,4.4,18.6,12.0,,,,,,,,,,3.1,4.4,,,
143,대구,2021-04-03,14.5,11.8,0632,18.5,1144,1.4,1746,3.7,1700,8.42,16.2,6.2,140,2241,5.0,140,2248,2.3,2000,140,12.9,68,1125,91.1,15.0,1007.3,1020.5,0001,1008.8,2345,1013.7,12.7,0.0,1000,1.36,6.47,,,,,,9.8,6.3,15.7,11.2,,,,,,,,,,0.9,1.3,,{비}1210-{비}{강도0}1500-{비}{강도1}1800-2035. {박무}1255-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2021-04-04,9.7,7.0,2356,13.8,0001,2.3,358,7.2,357,9.33,19.3,9.5,110,0418,7.2,110,0418,3.7,3197,110,7.4,59,1938,86.6,10.5,1008.6,1020.6,2359,1008.5,0210,1015.2,12.7,0.0,1000,0.78,4.51,,,,,,8.8,6.4,11.0,4.1,,,,,,,,,,1.0,1.5,,{비}0005-0045. {비}0055-{비}{강도0}0300-{비}{강도1}0600-{비}{강도0}0900-0925. -{박무}-0145. {박무}0350-{박무}{강도0}0600-0650. {비}1005-1015.,
143,대구,2021-04-05,9.9,2.7,0550,16.2,1429,,,,,,,7.7,110,1737,5.4,140,1537,2.3,2030,140,2.5,38,1738,63.9,7.3,1015.6,1024.0,0728,1020.5,0004,1022.3,12.7,12.0,1200,3.36,25.02,,,,,,0.0,0.0,12.5,-3.3,,,,,,,,,,3.9,5.6,,,
143,대구,2021-04-06,13.2,3.8,0523,21.4,1549,,,,,,,7.6,320,1459,5.5,320,1602,2.3,2012,270,3.5,32,1636,57.0,7.9,1013.0,1022.6,0005,1015.9,1656,1019.5,12.8,8.9,1200,3.32,21.78,,,,,,1.6,0.8,13.4,-1.1,,,,,,,,,,4.8,6.8,,,
143,대구,2021-04-07,17.1,10.6,0649,23.0,1559,,,,,,,6.8,320,1757,4.7,320,1803,2.2,1932,270,3.9,29,1425,42.8,8.1,1011.9,1020.8,0935,1015.0,1725,1018.3,12.8,11.7,1200,3.31,24.65,,,,,,1.3,0.4,17.6,5.5,,,,,,,,,,4.9,7.0,,,
143,대구,2021-04-08,14.6,9.2,0625,21.9,1509,,,,,,,8.6,140,1830,6.0,140,1832,2.0,1724,340,4.4,28,1218,54.1,8.4,1010.9,1019.9,2351,1014.3,1620,1017.4,12.9,11.5,1200,3.41,25.22,,,,,,2.8,0.0,18.2,4.3,,,,,,,,,,4.8,6.8,,,
143,대구,2021-04-09,9.2,5.5,0602,15.0,1020,,,,,,,11.1,110,1629,7.6,110,1521,3.5,3061,110,4.8,58,1705,75.6,8.7,1019.7,1031.5,2308,1019.7,0105,1026.4,12.9,8.9,1400,2.56,19.95,,,,,,3.0,2.3,14.0,0.1,,,,,,,,,,2.8,3.9,,,
143,대구,2021-04-10,10.6,2.5,0539,18.5,1614,,,,,,,6.8,90,1925,4.6,90,1842,2.3,1963,140,2.9,32,1207,63.8,7.6,1024.8,1034.0,0921,1028.7,1658,1031.4,12.9,11.7,1200,3.26,25.16,,,,,,1.4,0.0,15.5,-0.8,,,,,,,,,,3.7,5.3,,,
143,대구,2021-04-11,13.6,4.3,0556,21.9,1357,,,,,,,5.8,140,1822,4.0,110,1826,1.9,1607,140,4.1,35,1407,56.9,8.2,1023.6,1033.3,0920,1026.7,1724,1030.2,13.0,11.7,1200,3.28,24.59,,,,,,2.0,0.0,18.4,-0.1,,,,,,,,,,4.3,6.1,,,
143,대구,2021-04-12,11.8,9.2,0554,14.5,2345,0.6,2133,1.7,1709,14.25,7.4,5.4,140,2110,3.5,140,1451,2.0,1738,140,9.1,43,0019,85.1,11.9,1013.9,1028.7,0001,1011.1,2355,1020.4,13.0,0.0,1100,0.85,5.43,,,,,,9.8,6.9,13.1,7.6,,,,,,,,,,0.9,1.3,,{비}0945-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1635-{박무}{강도0}1800-{박무}{강도0}2100-2305.,
143,대구,2021-04-13,15.1,8.1,2358,20.0,1629,0.0,,0.0,,0.08,0.0,10.9,320,1320,7.0,320,1323,3.5,3066,290,9.1,45,1630,70.3,12.1,1004.6,1016.6,2351,1007.7,0318,1011.1,13.0,7.9,1300,2.94,18.84,,,,,,5.6,3.8,16.8,6.2,,,,,,,,,,3.7,5.2,,-{비}-0005.,
143,대구,2021-04-14,11.1,5.8,0539,17.2,1617,,,,,,,9.7,290,1536,6.9,290,1541,3.8,3323,290,0.5,34,1746,49.9,6.3,1011.4,1020.0,2231,1016.3,1518,1018.0,13.1,10.3,1200,3.54,25.44,,,,,,2.9,0.0,14.1,3.0,,,,,,,,,,4.7,6.7,,,
143,대구,2021-04-15,11.9,4.4,0558,18.7,1547,,,,,,,5.2,230,2002,4.0,140,0851,1.5,1317,110,1.8,33,1347,52.6,7.0,1012.4,1021.5,0657,1016.2,1833,1018.9,13.1,11.0,1100,2.8,21.26,,,,,,3.5,0.6,14.5,-1.0,,,,,,,,,,3.1,4.5,,{햇무리}1210-1440.,
143,대구,2021-04-16,13.7,5.7,0503,21.1,1614,,,,,,,7.9,290,1515,5.2,270,1518,1.6,1409,320,7.4,49,1349,67.4,10.4,1009.9,1018.4,0010,1013.6,1715,1016.4,13.1,4.2,1100,2.54,14.85,,,,,,7.0,3.0,14.7,0.3,,,,,,,,,,2.9,4.1,,,
143,대구,2021-04-17,13.5,9.0,2358,19.3,1159,,,,,,,12.9,290,1810,8.1,290,1557,3.5,3010,290,3.5,33,1543,52.6,8.1,1007.0,1016.8,0011,1009.9,1533,1013.5,13.2,8.5,1100,3.1,19.24,,,,,,4.0,2.1,16.9,4.6,,,,,,,,,,4.3,6.1,,{황사}1105-{황사}{강도0}1200-{황사}{강도0}1500-1740.,
143,대구,2021-04-18,12.6,7.9,0503,17.5,1635,,,,,,,9.8,320,0939,6.3,290,0945,3.9,3362,290,2.4,39,1537,51.0,7.3,1008.8,1017.2,2354,1013.3,1709,1015.3,13.2,9.5,1300,3.32,24.21,,,,,,2.6,2.6,16.6,5.8,,,,,,,,,,4.7,6.7,,,
143,대구,2021-04-19,16.6,8.2,0620,24.0,1547,,,,,,,8.5,290,1219,6.2,290,1157,3.5,3017,290,3.6,31,1437,43.0,7.9,1009.9,1017.8,0800,1013.3,1613,1016.3,13.2,12.5,1200,3.48,27.06,,,,,,0.0,0.0,19.7,3.5,,,,,,,,,,6.6,9.5,,,
143,대구,2021-04-20,18.9,13.5,0602,26.5,1512,,,,,,,7.4,290,0130,5.4,290,0139,3.0,2559,270,5.8,30,1148,44.0,9.4,1013.3,1022.2,2351,1017.6,1619,1019.7,13.3,11.6,1200,3.3,25.4,,,,,,2.5,0.0,22.4,10.0,,,,,,,,,,5.2,7.4,,,
143,대구,2021-04-21,19.9,10.1,0548,29.5,1638,,,,,,,7.7,270,1733,4.5,340,1738,1.6,1353,140,9.6,31,1709,55.0,12.0,1015.1,1023.8,0845,1018.2,1731,1021.5,13.3,10.9,1200,3.32,24.58,,,,,,4.5,0.0,24.4,5.1,,,,,,,,,,4.9,6.9,,,
143,대구,2021-04-22,20.2,15.0,0523,28.3,1424,,,,,,,7.7,140,1433,5.8,110,1442,3.0,2587,110,9.3,31,1338,51.5,11.7,1013.5,1021.8,0001,1017.4,1500,1019.8,13.4,4.5,1100,3.01,18.7,,,,,,7.9,5.4,23.3,12.0,,,,,,,,,,5.2,7.5,,,
143,대구,2021-04-23,15.8,13.6,2338,18.0,1435,0.0,,0.0,,0.67,0.0,11.0,110,1612,7.4,110,1651,4.4,3841,110,8.9,52,1251,64.0,11.4,1014.4,1022.9,2205,1018.7,0216,1020.9,13.4,0.8,1500,1.59,10.64,,,,,,9.5,6.6,18.7,12.4,,,,,,,,,,2.9,4.1,,{비}0745-0825.,
143,대구,2021-04-24,16.7,12.8,0610,23.3,1503,,,,,,,8.0,110,0835,5.8,110,0842,3.3,2893,110,9.3,47,1504,62.9,11.8,1013.5,1022.7,0753,1017.4,1549,1019.9,13.4,8.1,1200,3.42,23.48,,,,,,7.4,5.5,24.3,10.1,,,,,,,,,,4.2,6.1,,,
143,대구,2021-04-25,14.4,10.7,2339,18.8,1338,,,,,,,11.5,140,1039,7.7,140,1217,4.3,3705,110,7.1,43,1339,63.3,10.1,1014.4,1024.4,2334,1017.9,0338,1020.9,13.5,11.9,1200,3.49,26.98,,,,,,2.3,2.1,21.9,6.1,,,,,,,,,,4.5,6.4,,,
143,대구,2021-04-26,13.6,6.3,0536,21.1,1555,,,,,,,7.1,90,1838,5.1,90,1839,2.3,1959,140,5.9,39,1556,63.1,9.3,1016.0,1024.8,0908,1020.0,1554,1022.6,13.5,12.1,1200,3.52,26.66,,,,,,3.5,0.0,21.4,0.3,,,,,,,,,,4.4,6.3,,,
143,대구,2021-04-27,15.8,8.1,0432,22.2,1303,,,,,,,6.1,270,1244,4.3,290,1251,1.5,1324,140,7.1,38,1543,58.5,10.1,1012.3,1022.2,0001,1015.5,1633,1018.8,13.5,6.5,1100,2.89,19.56,,,,,,7.6,2.1,22.2,4.7,,,,,,,,,,3.4,4.9,,,
143,대구,2021-04-28,18.1,11.6,0549,23.9,1343,,,,,,,6.7,320,1419,4.2,320,1547,1.9,1602,290,8.5,38,1807,56.5,11.2,1009.3,1018.0,0733,1013.6,2347,1015.6,13.6,8.1,1200,2.97,20.28,,,,,,7.4,1.0,22.6,5.8,,,,,,,,,,3.8,5.5,,{황사}1220-{황사}{강도0}1500-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,
143,대구,2021-04-29,18.3,13.5,0739,24.7,1432,0.0,,0.0,,1.6,0.0,10.1,290,1611,6.8,290,1501,2.5,2192,110,8.0,33,1605,52.6,10.7,999.9,1014.0,0009,1002.2,1609,1006.2,13.6,8.3,1300,3.18,22.51,,,,,,7.3,3.6,23.2,12.0,,,,,,,,,,5.3,7.5,,-{황사}-0240. {비}0605-0650. {비}0748-0804. ]{우박}[(d 1.0)(NW 80)/상주시 화서면/ 모서면 일대/매일신문1100-1130. {비}1132-1137. ]{우박}[(d 1.0)(NE 70)/청송군 청송읍/ 진보면/ 파천면 일대/매일신문1330-1410. {비}2315-2345.,
143,대구,2021-04-30,16.9,12.6,0508,22.2,1354,0.1,,0.1,,0.67,0.1,12.7,140,0035,7.8,290,1136,4.1,3503,290,7.9,34,1505,57.5,10.7,997.5,1008.5,2135,1000.1,0415,1003.8,13.6,10.6,1100,3.45,27.0,,,,,,5.4,3.1,24.4,9.4,,,,,,,,,,4.8,6.9,,{비}0430-0510.,
143,대구,2021-05-01,12.1,9.4,0457,15.6,1551,0.4,231,1.4,203,5.92,3.7,10.3,290,1649,7.0,290,1518,3.9,3341,290,7.9,51,1605,77.3,10.7,998.7,1008.5,2352,1002.3,0509,1005.1,13.6,2.8,1500,2.01,13.13,,,,,,7.6,5.4,15.4,9.2,,,,,,,,,,2.5,3.6,,{비}0115-{비}{강도0}0300-{비}{강도0}0600-0625. {비}1145-{비}{강도0}1200-1220. {비}1335-1345. ]{우박}[(d 0.5)(NW 80)/상주시 모서면/안동MBC1920-1925.,
143,대구,2021-05-02,13.6,8.4,0531,19.9,1635,0.2,,0.3,450,2.68,0.5,8.2,290,0239,6.1,290,0210,3.2,2742,290,7.3,43,1631,68.0,10.2,1008.6,1019.8,2344,1008.2,0029,1015.1,13.7,9.2,1100,3.75,24.63,,,,,,5.5,4.9,19.1,4.1,,,,,,,,,,4.0,5.8,,{비}0324-{비}{강도0}0600-0605.,
143,대구,2021-05-03,16.5,7.6,0530,24.7,1554,,,,,,,7.1,290,1458,4.3,290,1421,1.8,1528,290,8.7,38,1509,64.1,11.3,1011.3,1020.6,0707,1014.1,1704,1017.8,13.7,11.7,1200,3.51,27.62,,,,,,2.6,0.0,23.0,1.4,,,,,,,,,,4.9,7.0,,,
143,대구,2021-05-04,17.0,12.5,0538,20.9,1443,0.9,2134,2.8,1940,8.92,8.9,4.9,200,1454,3.4,110,1841,1.6,1365,110,14.2,67,0850,85.0,16.4,1005.4,1017.7,0001,1003.8,2356,1011.7,13.8,0.2,0800,1.12,6.25,,,,,,9.8,6.5,19.3,8.4,,,,,,,,,,1.4,1.9,,{비}1505- {비}{강도0}1800- {박무}1950-{박무}{강도0}2100-,
143,대구,2021-05-05,18.5,13.6,2349,23.5,1155,1.0,254,1.0,250,2.03,1.2,12.2,290,1223,8.8,290,1230,4.1,3541,290,7.8,31,1226,53.6,11.1,1005.4,1018.4,2314,1002.4,0158,1011.7,13.8,12.2,1200,3.61,28.21,,,,,,3.9,1.4,21.1,8.3,,,,,,,,,,6.0,8.6,,-{박무}-0010. -{비}-0015. {비}0045-0150. {비}0250-{비}{강도0}0300-0310. {비}0335-0357.,
143,대구,2021-05-06,16.9,7.1,0514,25.7,1421,,,,,,,5.2,270,1519,3.1,180,1714,1.3,1138,200,6.3,34,1403,52.1,9.6,1010.1,1020.1,0733,1013.3,2358,1016.5,13.8,10.4,1200,3.59,26.27,,,,,,4.9,0.6,21.3,0.4,,,,,,,,,,4.7,6.7,,,
143,대구,2021-05-07,18.1,11.5,0528,25.6,1208,,,,,,,11.5,270,1532,6.9,270,1529,2.4,2069,320,4.7,20,1823,43.5,9.0,1000.8,1013.3,0001,1001.9,1506,1007.1,13.8,5.8,1100,2.51,17.06,,,,,,6.9,2.1,20.1,6.5,,,,,,,,,,4.5,6.5,,{황사}1530-1630. {황사}1730-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,
143,대구,2021-05-08,18.1,7.7,0524,26.1,1322,,,,,,,10.6,270,1431,6.6,270,1353,2.9,2482,270,2.2,17,1323,36.9,7.3,998.3,1009.0,0541,999.3,1653,1004.6,13.9,11.8,1200,3.46,27.9,,,,,,0.8,0.0,23.8,1.2,,,,,,,,,,7.5,10.8,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도1}0900-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도1}2400-,
143,대구,2021-05-09,19.0,12.6,0507,25.0,1634,,,,,,,11.3,290,1606,8.1,290,1447,3.9,3335,320,0.1,16,1401,30.3,6.2,1002.9,1011.7,2354,1004.9,0001,1009.2,13.9,13.0,1200,3.55,29.12,,,,,,1.3,0.0,24.8,5.8,,,,,,,,,,7.8,11.2,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-0820.,
143,대구,2021-05-10,13.8,12.1,0418,16.2,0001,0.8,1447,1.1,1412,5.97,1.8,7.4,340,1005,4.9,340,1008,1.3,1129,140,7.3,34,0001,66.5,10.4,1007.4,1017.8,1006,1011.3,0333,1013.9,13.9,0.5,1200,1.24,7.7,,,,,,9.1,4.8,15.3,6.1,,,,,,,,,,1.3,1.9,,{비}0452-{비}{강도0}0600-0730. {비}0930-0940. {비}0958-1053. {비}1403-{비}{강도0}1500-1615. {비}2102-2105.,
143,대구,2021-05-11,15.1,12.3,0535,18.2,1332,0.3,743,0.7,737,4.9,1.3,8.7,140,1739,6.1,110,2013,3.1,2639,110,9.0,47,1747,69.4,11.5,1009.2,1017.0,1025,1014.4,1533,1015.7,14.0,0.3,1200,1.92,9.87,,,,,,9.8,5.9,15.9,12.3,,,,,,,,,,3.1,4.4,,{비}0332-{비}{강도0}0600-0638. {비}0737-{비}{강도0}0900-0910. {박무}0750-0848. {비}0950-1005.,
143,대구,2021-05-12,17.3,13.4,0351,22.5,1625,,,,,,,10.8,90,0935,7.0,110,0941,4.3,3686,140,8.8,40,1627,58.6,11.3,1007.2,1016.1,0012,1011.4,1559,1013.6,14.0,10.4,1100,3.03,25.44,,,,,,4.4,1.9,22.9,12.0,,,,,,,,,,5.0,7.1,,,
143,대구,2021-05-13,20.4,11.1,0547,30.3,1627,,,,,,,6.8,110,1712,4.7,110,1714,2.2,1904,140,9.3,30,1428,53.1,11.8,1005.5,1013.8,0819,1009.0,1720,1011.8,14.0,12.8,1100,3.39,27.79,,,,,,2.6,0.0,27.7,9.8,,,,,,,,,,5.7,8.2,,,
143,대구,2021-05-14,22.0,14.1,0527,30.4,1406,,,,,,,7.1,110,1543,5.1,110,1252,2.4,2082,140,13.0,33,1359,59.3,15.0,1005.8,1014.2,0531,1009.7,1531,1012.0,14.0,10.0,1200,3.36,24.6,,,,,,6.5,1.9,28.4,11.6,,,,,,,,,,5.1,7.2,,,
143,대구,2021-05-15,19.9,17.4,0722,22.6,1723,1.5,957,4.5,908,6.28,8.7,6.3,140,0118,4.9,140,0128,1.7,1494,140,17.3,68,0001,85.6,20.0,1001.7,1011.7,0001,1005.1,1725,1007.9,14.1,0.0,1200,0.89,6.1,,,,,,9.9,5.5,21.3,17.1,,,,,,,,,,1.1,1.5,,{비}0648-{비}{강도0}0900-{비}{강도0}1200-1305. {박무}0655-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도0}1800-1910. {박무}1945-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2021-05-16,20.1,13.7,2317,23.7,1337,4.8,250,8.3,227,14.42,24.7,8.5,140,2233,6.3,140,2241,2.1,1810,140,18.8,85,1402,92.9,22.1,996.1,1006.1,0001,999.3,1726,1002.4,14.1,0.0,1300,0.81,4.8,,,,,,10.0,6.9,21.7,13.7,,,,,,,,,,1.1,1.5,,{비}0130-0135. -{박무}-0155. {비}0215-{비}{강도1}0300-0330. {박무}0225-{박무}{강도2}0300-{박무}{강도0}0600-0625. {비}0345-0510. {비}0520-0535. {비}0630-0640. {비}0803-0854. {비}1026-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-1935. {박무}1805-1915. {비}2202-2317.,
143,대구,2021-05-17,14.4,13.4,2317,16.0,1350,0.7,1630,2.2,1442,14.87,11.4,8.5,140,0447,5.8,140,0641,3.6,3069,140,13.3,86,0500,93.4,15.3,1000.7,1011.0,2230,1002.9,0129,1007.1,14.1,0.0,1100,0.92,5.75,,,,,,9.8,7.3,16.7,13.4,,,,,,,,,,1.0,1.5,,{안개비}0520-{안개비}{강도0}0600-{비}0720-0824. {박무}0705-0810. {안개비}0832-{안개비}{강도0}0900-0910. {안개비}1050-{비}1107-{비}{강도0}1200-{안개비}1210-1320. {비}1425-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2305. {박무}1450-{박무}{강도0}1500-1550. {박무}1620-{박무}{강도0}1800-1950. {박무}2010-{박무}{강도0}2100-2310.,
143,대구,2021-05-18,17.7,13.5,0149,23.5,1707,0.1,,0.1,,1.33,0.1,4.6,140,0351,3.8,140,0352,1.3,1085,140,14.0,50,1727,81.0,16.0,1004.2,1011.9,0851,1008.5,1632,1010.5,14.1,5.1,1500,2.48,16.26,,,,,,7.0,4.5,20.8,12.5,,,,,,,,,,3.0,4.2,,{박무}0140-{박무}{강도0}0300-{박무}{강도0}0600-0650. {안개비}0510-{안개비}{강도0}0600-0630. {박무}0740-0850.,
143,대구,2021-05-19,22.5,15.8,0019,29.4,1440,,,,,,,5.0,320,1218,3.3,290,1225,1.5,1336,250,12.1,24,1450,57.4,14.3,1004.7,1012.1,0706,1008.7,1752,1011.0,14.2,9.3,1200,3.56,26.95,,,,,,5.6,0.0,24.3,12.7,,,,,,,,,,5.1,7.2,,{박무}0230-{박무}{강도0}0300-0325. {박무}0540-{박무}{강도0}0600-0726.,
143,대구,2021-05-20,16.3,14.7,2317,20.0,0001,2.0,1151,8.3,1115,13.67,12.2,8.0,110,1455,5.7,110,1526,2.6,2288,140,13.6,65,0005,85.1,15.6,999.0,1012.0,0001,1001.5,1903,1005.3,14.2,0.0,1200,0.73,4.63,,,,,,9.9,7.0,17.6,14.7,,,,,,,,,,1.1,1.5,,{비}0750-0853. {비}0903-{비}{강도1}1200-1430. {박무}0940-{박무}{강도0}1200-1205. {안개비}1550-1615. {안개비}1715-{안개비}{강도0}1800- {박무}1845-1905. {박무}1940-2020. {박무}2320-{박무}{강도0}2400-,
143,대구,2021-05-21,17.6,14.7,0002,21.5,1349,0.0,,0.0,,0.75,0.0,8.6,320,1430,6.2,290,1227,2.7,2342,290,11.6,50,1327,69.6,13.8,999.1,1009.7,2336,1000.8,0113,1005.4,14.2,1.8,1300,2.47,13.97,,,,,,8.9,8.4,18.6,14.5,,,,,,,,,,3.4,4.8,,-{안개비}-0045. -{박무}-0120. {박무}0240-{박무}{강도0}0300-0340.,
143,대구,2021-05-22,21.0,13.7,0544,27.5,1629,,,,,,,7.2,340,0951,5.1,290,1340,2.8,2458,290,11.8,37,1523,57.6,13.8,1003.2,1011.1,0727,1006.7,1552,1009.5,14.2,12.8,1200,3.47,28.72,,,,,,0.3,0.1,22.0,10.1,,,,,,,,,,5.8,8.2,,,
143,대구,2021-05-23,23.6,14.8,0457,30.8,1528,,,,,,,5.5,250,1407,3.6,290,1638,1.5,1324,270,12.3,25,1423,52.5,14.4,1003.6,1012.2,0616,1007.6,1841,1009.8,14.3,10.0,1200,3.41,25.35,,,,,,5.0,0.0,25.4,9.9,,,,,,,,,,5.1,7.3,,,
