Id,URL,Player,Age,Born,Position,BatThrow,HtWt,Career,Draft,Season,Team,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SF,SH,E,AVG,SLG,OBP,OPS
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,24,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,1995,LG,64,290,236,44,72,8,0,1,83,17,33,7,44,5,21,5,1,4,9,0.305,0.352,0.423,0.775
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,25,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,1996,LG,100,466,385,56,96,15,3,4,129,26,24,7,59,11,61,2,2,9,20,0.249,0.335,0.363,0.698
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,26,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,1997,LG,125,569,479,78,129,24,2,3,166,45,44,11,61,13,62,11,5,11,14,0.269,0.347,0.364,0.711
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,27,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,1998,LG,126,564,476,94,132,36,1,12,206,61,40,7,71,6,78,3,1,10,20,0.277,0.433,0.377,0.81
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,28,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,1999,LG,93,422,356,67,108,19,5,11,170,45,14,10,50,5,42,5,5,6,9,0.303,0.478,0.392,0.87
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,29,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,2000,LG,129,592,495,97,139,24,1,7,186,38,25,9,73,2,50,4,4,18,14,0.281,0.376,0.373,0.749
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,30,1971-05-25,SS,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,2001,LG,129,580,448,90,127,26,2,9,184,53,21,7,96,3,59,13,3,30,15,0.283,0.411,0.411,0.822
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,31,1971-05-25,2B,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,2002,LG,91,386,326,51,101,14,3,1,124,25,21,9,38,2,51,3,4,16,5,0.31,0.38,0.381,0.761
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,32,1971-05-25,2B,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,2003,LG,109,386,334,30,78,7,0,1,88,16,23,8,31,5,44,7,3,13,9,0.234,0.263,0.306,0.569
94106,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=94106,류지현,33,1971-05-25,2B,R/R,176cm/70kg,충암초-충암중-충암고-한양대-LG,94 LG 1차,2004,LG,16,36,33,3,5,0,0,0,5,2,0,0,3,0,9,0,0,0,0,0.152,0.152,0.222,0.374
53036,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53036,류현인,23,2000-11-08,3B,L/R,174cm/80kg,광주수창초-진흥중-진흥고-단국대-KT-상무,23 KT 7라운드 70순위,2023,KT,17,24,23,6,3,0,0,0,3,3,0,0,1,0,4,0,0,0,1,0.13,0.13,0.167,0.297
