Id,URL,Player,Age,Born,Position,BatThrow,HtWt,Career,Draft,Season,Team,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SF,SH,E,AVG,SLG,OBP,OPS
52125,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=52125,가르시아,29,1993-03-28,2B,S/R,183cm/88kg,도미니카-LG,22 LG 자유선발,2022,LG,39,156,136,21,28,6,1,4,48,19,4,1,19,1,40,4,0,0,6,0.206,0.353,0.308,0.661
68103,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=68103,가르시아,33,1985-04-12,3B,R/R,177cm/93kg,쿠바 Ciego de Avila Maximo Gomez Baez(대),18 LG 자유선발,2018,LG,50,206,183,27,62,9,0,8,95,34,5,0,9,8,25,3,6,0,9,0.339,0.519,0.383,0.902
72736,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72736,가르시아,27,1975-05-20,SS,R/R,180cm/78kg,미국 산토도밍고고,02 한화 자유선발,2002,한화,24,77,73,7,19,3,1,2,30,8,5,3,4,0,20,1,0,0,8,0.26,0.411,0.299,0.71
78595,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=78595,가르시아,33,1975-10-29,OF,L/L,182cm/100kg,멕시코 아비에르타고-롯데,08 롯데 자유선발,2008,롯데,125,513,460,68,130,25,2,30,249,111,2,1,48,3,100,10,2,0,4,0.283,0.541,0.353,0.894
78595,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=78595,가르시아,34,1975-10-29,OF,L/L,182cm/100kg,멕시코 아비에르타고-롯데,08 롯데 자유선발,2009,롯데,130,539,467,72,124,29,1,29,242,84,4,3,62,5,124,11,6,0,6,0.266,0.518,0.354,0.872
78595,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=78595,가르시아,35,1975-10-29,OF,L/L,182cm/100kg,멕시코 아비에르타고-롯데,08 롯데 자유선발,2010,롯데,118,485,429,73,108,16,1,26,204,83,3,0,49,2,123,4,5,0,5,0.252,0.476,0.328,0.804
78595,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=78595,가르시아,36,1975-10-29,OF,L/L,182cm/100kg,멕시코 아비에르타고-롯데,08 롯데 자유선발,2011,한화,72,292,268,37,66,12,0,18,132,61,1,5,24,0,55,5,0,0,5,0.246,0.493,0.308,0.801
61435,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61435,가코,30,1981-01-02,OF,R/R,188cm/102kg,미국 스탠포드대,11 삼성 자유선발,2011,삼성,58,220,189,21,46,8,0,1,57,28,0,1,22,5,34,12,4,0,1,0.243,0.302,0.332,0.634
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,19,1992-08-11,3B,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2011,한화,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,22,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2014,한화,41,103,86,11,19,2,3,1,30,7,0,0,13,2,28,1,0,2,6,0.221,0.349,0.337,0.686
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,23,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2015,한화,120,376,311,50,80,7,4,2,101,27,4,3,40,5,58,3,3,17,15,0.257,0.325,0.348,0.673
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,24,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2016,한화,46,116,101,16,16,3,2,1,26,7,0,0,8,2,30,5,1,4,7,0.158,0.257,0.232,0.489
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,25,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2017,한화,59,93,84,17,18,2,1,0,22,4,1,1,8,1,19,1,0,0,4,0.214,0.262,0.29,0.552
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,26,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2018,한화,77,289,245,42,68,11,1,5,96,27,6,3,38,4,59,7,1,1,2,0.278,0.392,0.382,0.774
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,27,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2019,한화,52,135,113,21,27,4,0,0,31,12,1,2,15,3,32,3,1,3,4,0.239,0.274,0.341,0.615
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,28,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2020,한화,94,238,193,25,44,7,1,4,65,19,1,2,35,3,64,2,2,5,6,0.228,0.337,0.352,0.689
61700,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=61700,강경학,29,1992-08-11,SS,L/R,180cm/72kg,광주대성초-광주동성중-광주동성고-한화-KIA,11 한화 2라운드 16순위,2021,KIA,25,39,33,3,5,0,0,0,5,1,1,0,5,1,13,0,0,0,2,0.152,0.152,0.282,0.434
90347,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=90347,강광회,22,1968-06-23,OF,R/R,,건국대,,1990,태평양,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
90347,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=90347,강광회,25,1968-06-23,OF,R/R,,건국대,,1993,쌍방울,9,4,4,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0
90347,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=90347,강광회,26,1968-06-23,OF,R/R,,건국대,,1994,쌍방울,18,3,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.333,0.333,0.333,0.666
62917,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=62917,강구성,20,1993-06-09,OF,L/R,180cm/82kg,관산초-부천중-야탑고-NC-상무-NC,12 NC 특별 21순위,2013,NC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
62917,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=62917,강구성,22,1993-06-09,OF,L/R,180cm/82kg,관산초-부천중-야탑고-NC-상무-NC,12 NC 특별 21순위,2015,NC,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.6
62917,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=62917,강구성,23,1993-06-09,OF,L/R,180cm/82kg,관산초-부천중-야탑고-NC-상무-NC,12 NC 특별 21순위,2016,NC,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
62917,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=62917,강구성,24,1993-06-09,OF,L/R,180cm/82kg,관산초-부천중-야탑고-NC-상무-NC,12 NC 특별 21순위,2017,NC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
62917,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=62917,강구성,25,1993-06-09,OF,L/R,180cm/82kg,관산초-부천중-야탑고-NC-상무-NC,12 NC 특별 21순위,2018,NC,4,5,5,0,1,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0.2,0.4,0.2,0.6
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,23,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2002,현대,74,155,147,17,40,8,0,1,51,16,0,2,2,2,20,3,1,3,4,0.272,0.347,0.289,0.636
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,24,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2003,현대,66,132,117,19,30,6,0,3,45,12,1,1,10,1,16,5,0,4,2,0.256,0.385,0.32,0.705
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,25,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2004,현대,84,159,141,10,40,6,1,4,60,21,1,2,9,1,32,1,4,4,3,0.284,0.426,0.323,0.749
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,26,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2005,현대,104,297,265,30,70,12,0,8,106,38,2,0,26,4,38,9,1,1,4,0.264,0.4,0.338,0.738
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,27,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2006,현대,73,159,144,18,43,5,0,4,60,18,0,2,9,0,20,7,1,5,1,0.299,0.417,0.338,0.755
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,28,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2007,현대,55,116,108,5,25,8,0,0,33,6,0,0,5,0,13,5,1,2,0,0.231,0.306,0.263,0.569
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,29,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2008,우리,104,286,261,19,65,6,2,4,87,22,1,1,13,1,28,7,5,6,7,0.249,0.333,0.282,0.615
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,30,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2009,히어로즈,114,326,281,28,70,12,0,3,91,37,3,2,28,3,49,4,5,9,5,0.249,0.324,0.319,0.643
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,31,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2010,넥센,97,300,269,24,62,9,0,3,80,34,0,2,17,2,31,13,3,9,6,0.23,0.297,0.278,0.575
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,32,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2011,넥센,33,89,81,4,19,4,1,1,28,10,1,0,5,0,11,4,1,2,0,0.235,0.346,0.276,0.622
72312,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=72312,강귀태,33,1979-08-12,C,R/R,184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,98 현대 2차우선,2012,넥센,12,21,19,2,4,0,0,0,4,1,0,0,0,1,4,0,0,1,0,0.211,0.211,0.25,0.461
97204,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97204,강규철,23,1974-05-05,2B,R/R,178cm/82kg,북일고-경희대,,1997,OB,36,39,36,4,6,0,0,0,6,0,0,1,1,1,5,1,0,1,5,0.167,0.167,0.211,0.378
97204,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97204,강규철,24,1974-05-05,2B,R/R,178cm/82kg,북일고-경희대,,1998,OB,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
97204,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97204,강규철,25,1974-05-05,2B,R/R,178cm/82kg,북일고-경희대,,1999,두산,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
97204,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97204,강규철,26,1974-05-05,2B,R/R,178cm/82kg,북일고-경희대,,2000,두산,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
97204,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97204,강규철,27,1974-05-05,2B,R/R,178cm/82kg,북일고-경희대,,2001,두산,8,10,10,2,3,0,0,1,6,3,0,0,0,0,2,0,0,0,1,0.3,0.6,0.3,0.9
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,25,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1989,삼성,95,385,351,48,113,12,4,1,136,33,26,6,17,3,34,2,8,6,6,0.322,0.387,0.351,0.738
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,26,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1990,삼성,108,438,391,59,106,16,3,15,173,58,24,8,33,3,34,12,5,6,5,0.271,0.442,0.329,0.771
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,27,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1991,삼성,68,260,228,30,69,14,3,6,107,26,10,4,19,4,20,6,1,8,4,0.303,0.469,0.365,0.834
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,28,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1992,삼성,126,455,405,68,123,18,3,16,195,56,13,4,29,7,35,8,9,5,12,0.304,0.481,0.353,0.834
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,29,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1993,삼성,102,420,379,60,123,15,2,16,190,75,20,9,26,2,24,8,6,7,6,0.325,0.501,0.366,0.867
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,30,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1994,삼성,106,385,332,35,81,12,3,4,111,36,12,7,35,5,37,9,3,10,13,0.244,0.334,0.323,0.657
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,31,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1995,삼성,55,199,177,25,48,4,0,3,61,19,6,4,16,0,20,8,3,3,3,0.271,0.345,0.327,0.672
89475,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=89475,강기웅,32,1964-02-25,2B,R/R,,대구수창초-경상중-대구고-영남대-삼성,,1996,삼성,11,25,24,3,4,3,0,0,7,1,0,0,0,0,5,1,0,1,0,0.167,0.292,0.167,0.459
91870,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=91870,강남규,23,1968-08-04,OF,L/L,,영남대,,1991,쌍방울,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
97754,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97754,강대호,23,1974-08-15,OF,R/R,,계명대,,1997,한화,28,54,45,4,8,1,0,1,12,6,0,1,7,1,19,1,1,0,0,0.178,0.267,0.296,0.563
97754,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=97754,강대호,24,1974-08-15,OF,R/R,,계명대,,1998,롯데,12,16,15,1,3,0,0,0,3,1,0,0,0,1,6,0,0,0,0,0.2,0.2,0.25,0.45
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,24,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,1998,삼성,123,468,414,74,124,23,8,10,193,30,22,7,42,1,68,5,1,10,1,0.3,0.466,0.365,0.831
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,26,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2000,삼성,13,28,20,3,2,0,0,0,2,0,1,0,8,0,5,0,0,0,0,0.1,0.1,0.357,0.457
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,27,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2001,삼성,125,403,347,54,87,15,2,6,124,42,6,1,49,3,44,9,0,4,2,0.251,0.357,0.348,0.705
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,28,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2002,삼성,130,521,466,75,134,23,3,9,190,49,11,6,46,1,76,9,1,7,4,0.288,0.408,0.352,0.76
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,29,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2003,삼성,130,520,443,61,118,19,4,9,172,57,8,4,53,5,51,17,3,16,4,0.266,0.388,0.349,0.737
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,30,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2004,삼성,132,497,438,59,129,22,1,3,162,49,9,5,49,2,45,13,1,7,1,0.295,0.37,0.367,0.737
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,31,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2005,삼성,125,429,367,61,88,15,3,6,127,38,9,1,43,3,68,8,3,13,1,0.24,0.346,0.322,0.668
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,32,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2006,두산,118,456,393,36,98,12,2,2,120,34,8,6,47,2,54,9,3,11,0,0.249,0.305,0.33,0.635
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,33,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2007,두산,25,48,43,1,7,1,1,1,13,6,0,1,4,1,4,1,0,0,0,0.163,0.302,0.25,0.552
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,34,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2008,KIA,45,52,40,8,4,1,0,0,5,5,0,1,8,1,6,0,1,2,0,0.1,0.125,0.26,0.385
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,35,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2009,한화,128,585,506,88,153,30,2,10,217,48,27,3,69,1,58,6,5,4,2,0.302,0.429,0.384,0.813
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,36,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2010,한화,98,363,309,45,78,8,1,4,100,22,14,6,43,1,33,10,3,7,1,0.252,0.324,0.343,0.667
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,37,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2011,한화,133,599,518,83,149,13,3,13,207,51,17,15,62,2,71,9,5,12,0,0.288,0.4,0.363,0.763
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,38,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2012,한화,76,290,257,35,65,16,1,2,89,22,1,2,26,0,21,5,2,5,0,0.253,0.346,0.319,0.665
98420,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=98420,강동우,39,1974-04-20,OF,L/L,177cm/78kg,칠성초-경상중-경북고-단국대-삼성-두산-KIA-한화,98 삼성 1차,2013,한화,26,60,52,4,11,1,1,0,14,3,0,0,7,0,7,1,1,0,0,0.212,0.269,0.3,0.569
92412,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=92412,강두곤,23,1969-04-29,DH,R/R,,경남대,,1992,삼성,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,,
92412,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=92412,강두곤,24,1969-04-29,DH,R/R,,경남대,,1993,삼성,15,25,24,4,3,1,0,0,4,3,1,0,1,0,2,3,0,0,1,0.125,0.167,0.16,0.327
92412,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=92412,강두곤,25,1969-04-29,DH,R/R,,경남대,,1994,삼성,7,10,9,0,2,0,0,0,2,0,1,0,1,0,2,1,0,0,0,0.222,0.222,0.3,0.522
92412,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=92412,강두곤,26,1969-04-29,DH,R/R,,경남대,,1995,삼성,51,45,39,7,7,2,0,0,9,1,0,0,2,2,8,0,1,1,4,0.179,0.231,0.25,0.481
65515,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=65515,강로한,23,1992-05-13,3B,L/R,182cm/79kg,울산삼신초-경남중-부경고-경남대-롯데,15 롯데 2차 7라운드 68순위,2015,롯데,22,8,8,2,1,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0.125,0.125,0.125,0.25
65515,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=65515,강로한,27,1992-05-13,2B,L/R,182cm/79kg,울산삼신초-경남중-부경고-경남대-롯데,15 롯데 2차 7라운드 68순위,2019,롯데,104,306,288,38,69,15,6,4,108,25,7,1,13,3,107,3,1,1,20,0.24,0.375,0.279,0.654
65515,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=65515,강로한,28,1992-05-13,OF,L/R,182cm/79kg,울산삼신초-경남중-부경고-경남대-롯데,15 롯데 2차 7라운드 68순위,2020,롯데,16,26,21,6,4,0,0,0,4,1,2,1,4,1,6,0,0,0,1,0.19,0.19,0.346,0.536
65515,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=65515,강로한,29,1992-05-13,OF,L/R,182cm/79kg,울산삼신초-경남중-부경고-경남대-롯데,15 롯데 2차 7라운드 68순위,2021,롯데,21,35,33,7,4,0,0,2,10,4,0,0,2,0,18,0,0,0,1,0.121,0.303,0.171,0.474
65515,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=65515,강로한,30,1992-05-13,OF,L/R,182cm/79kg,울산삼신초-경남중-부경고-경남대-롯데,15 롯데 2차 7라운드 68순위,2022,롯데,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,,,
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,23,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2003,삼성,9,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,24,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2004,삼성,15,11,11,2,3,0,0,0,3,1,0,1,0,0,3,0,0,0,0,0.273,0.273,0.273,0.546
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,25,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2005,삼성,106,50,44,30,11,1,0,0,12,2,21,2,4,2,9,1,0,0,2,0.25,0.273,0.34,0.613
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,26,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2006,삼성,91,24,19,22,1,0,0,0,1,1,21,6,4,1,6,0,0,0,1,0.053,0.053,0.25,0.303
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,27,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2007,삼성,68,32,27,13,3,0,1,0,5,2,13,3,5,0,9,0,0,0,3,0.111,0.185,0.25,0.435
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,30,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2010,삼성,55,70,63,17,17,5,0,0,22,9,7,3,2,1,10,3,0,4,6,0.27,0.349,0.303,0.652
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,31,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2011,삼성,89,66,58,22,10,1,0,1,14,5,19,4,5,0,16,0,1,2,3,0.172,0.241,0.234,0.475
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,32,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2012,삼성,72,11,10,16,1,0,0,0,1,0,15,3,1,0,1,1,0,0,2,0.1,0.1,0.182,0.282
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,33,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2013,삼성,55,63,58,22,11,0,1,0,13,6,11,1,4,1,4,4,0,0,1,0.19,0.224,0.254,0.478
73409,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=73409,강명구,34,1980-10-25,2B,L/R,181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,03 삼성 2차 1라운드 7순위,2014,삼성,21,4,4,8,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0.0,0.0,0.0
64906,https://www.koreabaseball.com/Record/Retire/Hitter.aspx?playerId=64906,강민국,22,1992-01-10,3B,R/R,176cm/78kg,송정동초-충장중-광주제일고-동국대-NC-상무-NC-KT-키움,14 NC 1차,2014,NC,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
