gameId,gameDate,homeTeam,awayTeam,homeScore,awayScore
20210527HHOB02021,20210527,OB,HH,0,3
20210527SKKT02021,20210527,KT,SK,6,5
20210527LGLT02021,20210527,LT,LG,1,8
20210527SSNC02021,20210527,NC,SS,6,3
20210528KTHT02021,20210528,HT,KT,7,6
20210527WOHT02021,20210527,HT,WO,5,4
20210528OBSS02021,20210528,SS,OB,4,9
20210528SKHH02021,20210528,HH,SK,3,12
20210529SMGY1,20210529,,,0,0
20210528WOLG02021,20210528,LG,WO,3,1
20210529KTHT02021,20210529,HT,KT,5,7
20210529OBSS02021,20210529,SS,OB,16,4
20210529NCLT12021,20210529,LT,NC,10,10
20210529SKHH02021,20210529,HH,SK,2,6
20210529NCLT22021,20210529,LT,NC,2,6
20210529WOLG02021,20210529,LG,WO,2,7
20210530SMGY1,20210530,,,0,0
20210530NCLT02021,20210530,LT,NC,4,5
20210530KTHT02021,20210530,HT,KT,3,4
20210530WOLG02021,20210530,LG,WO,8,2
20210530SKHH02021,20210530,HH,SK,1,5
20210530OBSS02021,20210530,SS,OB,2,4
20210601HTHH02021,20210601,HH,HT,9,1
20210601RDS1,20210601,,,0,0
20210601LTWO02021,20210601,WO,LT,0,3
20210601KTLG02021,20210601,LG,KT,1,8
20210601OBNC02021,20210601,NC,OB,3,4
20210601SSSK02021,20210601,SK,SS,1,0
20210602KBASEETC1,20210602,,,0,0
20210602RDS1,20210602,,,0,0
20210602KTLG02021,20210602,LG,KT,6,5
20210602HTHH02021,20210602,HH,HT,3,5
20210602OBNC02021,20210602,NC,OB,9,5
20210602LTWO02021,20210602,WO,LT,2,4
20210602SSSK02021,20210602,SK,SS,7,8
20210603KBASEETC1,20210603,,,0,0
20210603LTWO02021,20210603,WO,LT,9,4
20210604LGHT02021,20210604,HT,LG,4,3
20210604LTKT02021,20210604,KT,LT,0,15
20210604SKOB02021,20210604,OB,SK,3,2
20210605HHNC02021,20210605,NC,HH,6,1
20210604HHNC02021,20210604,NC,HH,6,3
20210604SSWO02021,20210604,WO,SS,3,6
20210605LGHT02021,20210605,HT,LG,2,8
